mean_fit_time,std_fit_time,mean_score_time,std_score_time,C,penalty,solver,params,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,mean_test_acc,std_test_acc,rank_test_acc,split0_train_acc,split1_train_acc,split2_train_acc,split3_train_acc,split4_train_acc,mean_train_acc,std_train_acc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1
0.3069796085357666,0.011891178714093186,0.016555356979370116,0.0007971175029788567,0.125,l2,lbfgs,"{'clf__C': 0.125, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.8074766355140187,0.805607476635514,0.7663551401869159,0.7794392523364486,0.8093457943925234,0.7936448598130841,0.01747838463934351,12,0.875233644859813,0.8714953271028038,0.8845794392523364,0.875233644859813,0.8700934579439252,0.8753271028037382,0.005053647040970363,0.4180790960451977,0.4157303370786517,0.2937853107344633,0.3218390804597701,0.44565217391304346,0.37901719964622527,0.05974565792946499,12,0.6347469220246238,0.6196403872752421,0.6648575305291723,0.6265734265734265,0.6073446327683615,0.6306325798341652,0.019328262015619203
0.3307149887084961,0.028528183509108632,0.017752933502197265,0.002034059577307638,0.25,l1,liblinear,"{'clf__C': 0.25, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.8037383177570093,0.8074766355140187,0.7831775700934579,0.7850467289719626,0.8186915887850468,0.7996261682242991,0.013602546092456294,8,0.8448598130841122,0.8369158878504673,0.85,0.8462616822429907,0.8378504672897197,0.843177570093458,0.005029392167130338,0.3636363636363636,0.39766081871345027,0.30120481927710846,0.27672955974842767,0.389937106918239,0.3458337336587178,0.048404988922557846,48,0.4984894259818732,0.467175572519084,0.5244444444444445,0.502269288956127,0.46533127889060094,0.4915420021584259,0.022479488409654788
0.04827127456665039,0.0026462138417600784,0.0,0.0,0.25,l1,lbfgs,"{'clf__C': 0.25, 'clf__penalty': 'l1', 'clf__solver': 'lbfgs'}",,,,,,,,56,,,,,,,,,,,,,,,68,,,,,,,
1.0057095527648925,0.060404675216067495,0.016954994201660155,0.0006306777503123962,0.25,l2,liblinear,"{'clf__C': 0.25, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.8093457943925234,0.7981308411214953,0.7514018691588785,0.7607476635514019,0.7962616822429907,0.783177570093458,0.022770007226678227,16,0.8873831775700934,0.8883177570093458,0.8953271028037383,0.8859813084112149,0.8855140186915887,0.8885046728971963,0.003553860437725522,0.4456521739130435,0.41935483870967744,0.2962962962962963,0.3043478260869565,0.42931937172774864,0.3789941013467445,0.06483195811939786,13,0.6849673202614379,0.6859395532194481,0.7037037037037037,0.6720430107526881,0.668470906630582,0.6830248989135719,0.012428207730121646
0.41508913040161133,0.03224556335643891,0.016156959533691406,0.0003988510217399595,0.25,l2,lbfgs,"{'clf__C': 0.25, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.8074766355140187,0.7962616822429907,0.7551401869158878,0.7644859813084112,0.805607476635514,0.7857943925233644,0.021753026580898952,15,0.8892523364485981,0.8878504672897196,0.8934579439252337,0.8873831775700934,0.8869158878504673,0.8889719626168224,0.0023753766405867267,0.4432432432432432,0.4108108108108108,0.30687830687830686,0.3152173913043478,0.44680851063829785,0.3845916525750012,0.06140121008579658,9,0.6877470355731226,0.6825396825396826,0.6984126984126985,0.6765100671140939,0.6720867208672087,0.6834592409013612,0.009170189643883397
0.46894474029541017,0.0381569407943889,0.015160131454467773,0.0007464679028608284,0.5,l1,liblinear,"{'clf__C': 0.5, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.7925233644859813,0.8093457943925234,0.7663551401869159,0.7626168224299066,0.822429906542056,0.7906542056074766,0.023405571353268824,14,0.8630841121495327,0.8635514018691589,0.8705607476635514,0.8640186915887851,0.8630841121495327,0.8648598130841121,0.0028714563543433954,0.3798882681564246,0.42045454545454547,0.2857142857142857,0.26589595375722547,0.4692737430167598,0.3642453592198482,0.07781371303432794,26,0.5958620689655172,0.5864022662889519,0.6200274348422496,0.5884016973125884,0.5879043600562588,0.5957195654931132,0.012588355847543998
0.04388279914855957,0.0028903328737738257,0.0,0.0,0.5,l1,lbfgs,"{'clf__C': 0.5, 'clf__penalty': 'l1', 'clf__solver': 'lbfgs'}",,,,,,,,68,,,,,,,,,,,,,,,69,,,,,,,
1.2713988780975343,0.08343481816592013,0.01775250434875488,0.0007461239186974227,0.5,l2,liblinear,"{'clf__C': 0.5, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.8,0.7962616822429907,0.7532710280373832,0.7588785046728972,0.7869158878504673,0.7790654205607478,0.01933111547491274,18,0.8990654205607477,0.9018691588785047,0.9046728971962616,0.8976635514018692,0.897196261682243,0.9000934579439251,0.002809961939882784,0.42780748663101603,0.42328042328042326,0.3195876288659793,0.3246073298429319,0.42424242424242425,0.38390505857255497,0.050513162643103245,10,0.7216494845360826,0.729381443298969,0.739795918367347,0.7129750982961992,0.7112860892388452,0.7230176067474886,0.01060530427571226
0.5467369556427002,0.03025305675095477,0.01994667053222656,0.0020922600089983557,0.5,l2,lbfgs,"{'clf__C': 0.5, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.8018691588785046,0.7962616822429907,0.7514018691588785,0.7588785046728972,0.7906542056074767,0.7798130841121497,0.02059131118343238,17,0.8990654205607477,0.9,0.9042056074766355,0.8995327102803738,0.8985981308411215,0.9002803738317757,0.0020174797331703456,0.43617021276595747,0.4293193717277487,0.32487309644670054,0.3246073298429319,0.4285714285714286,0.38870828787095346,0.052296900324110475,6,0.7202072538860103,0.724935732647815,0.7375160051216391,0.7174770039421814,0.7140974967061924,0.7228466984607677,0.008147409894853129
0.7880912780761719,0.09759726840375177,0.015558528900146484,0.0007981301208652848,1.0,l1,liblinear,"{'clf__C': 1.0, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.7962616822429907,0.7981308411214953,0.7514018691588785,0.7495327102803738,0.7925233644859813,0.777570093457944,0.022210767517776366,19,0.8939252336448598,0.8883177570093458,0.8957943925233645,0.8901869158878505,0.8892523364485981,0.8914953271028037,0.002871456354343387,0.4171122994652406,0.431578947368421,0.32487309644670054,0.2872340425531915,0.4365482233502538,0.37946932183676146,0.06144672880981607,11,0.7024901703800787,0.6826029216467463,0.7069645203679369,0.6870838881491345,0.6877470355731227,0.6933777072234039,0.00953992769576454
0.049467849731445315,0.00809255647876993,0.0,0.0,1.0,l1,lbfgs,"{'clf__C': 1.0, 'clf__penalty': 'l1', 'clf__solver': 'lbfgs'}",,,,,,,,69,,,,,,,,,,,,,,,56,,,,,,,
1.6208636283874511,0.06953595825726948,0.016555309295654297,0.0007978092724582667,1.0,l2,liblinear,"{'clf__C': 1.0, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.7981308411214953,0.7831775700934579,0.7401869158878505,0.7607476635514019,0.7757009345794392,0.771588785046729,0.019795442683923328,20,0.9126168224299065,0.9154205607476635,0.9172897196261682,0.9116822429906543,0.9107476635514019,0.913551401869159,0.0024370850112906965,0.46534653465346537,0.41414141414141414,0.3219512195121952,0.3663366336633663,0.411764705882353,0.3959081015705588,0.04847612545284005,1,0.7635903919089759,0.7717528373266078,0.7773584905660377,0.7573812580231066,0.7554417413572343,0.7651049438363925,0.008362661867482735
0.6688106536865235,0.06086080774918598,0.016356420516967774,0.0004885583422885717,1.0,l2,lbfgs,"{'clf__C': 1.0, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.7981308411214953,0.7831775700934579,0.7401869158878505,0.7570093457943925,0.7775700934579439,0.7712149532710281,0.02035925054832165,21,0.9126168224299065,0.9149532710280374,0.9182242990654206,0.9102803738317757,0.9098130841121496,0.9131775700934579,0.003119312012762355,0.46534653465346537,0.41414141414141414,0.3219512195121952,0.3564356435643564,0.4137931034482759,0.39433358306394134,0.04997864097930128,2,0.7635903919089759,0.7702020202020202,0.7798742138364779,0.7544757033248082,0.7528809218950064,0.7642046502334577,0.010047489385637312
1.3555726528167724,0.0873135701730357,0.017752599716186524,0.00469492014114754,2.0,l1,liblinear,"{'clf__C': 2.0, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.7794392523364486,0.7757009345794392,0.7233644859813084,0.7420560747663552,0.7644859813084112,0.7570093457943925,0.021278877713282542,25,0.9149532710280374,0.9172897196261682,0.9257009345794392,0.9205607476635514,0.9163551401869159,0.9189719626168225,0.00383747012479399,0.43809523809523804,0.42307692307692313,0.29523809523809524,0.33653846153846156,0.39423076923076916,0.37743589743589745,0.05380298411525287,16,0.769620253164557,0.7762326169405815,0.8034610630407912,0.786967418546366,0.7742749054224464,0.7821112514229485,0.012094531944279063
0.04129037857055664,0.0014917898513341107,0.0,0.0,2.0,l1,lbfgs,"{'clf__C': 2.0, 'clf__penalty': 'l1', 'clf__solver': 'lbfgs'}",,,,,,,,63,,,,,,,,,,,,,,,64,,,,,,,
1.7578972339630128,0.10298845576899673,0.016755390167236327,0.0017152961429209206,2.0,l2,liblinear,"{'clf__C': 2.0, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.7813084112149533,0.7663551401869159,0.7214953271028037,0.7514018691588785,0.77196261682243,0.7585046728971963,0.020894487644833093,24,0.9205607476635514,0.927570093457944,0.9299065420560748,0.9233644859813084,0.9257009345794392,0.9254205607476635,0.003245561748445863,0.44549763033175355,0.4019138755980861,0.3069767441860465,0.3813953488372093,0.4077669902912622,0.38871011784887155,0.04581741021921673,5,0.7885572139303483,0.8069738480697385,0.8157248157248156,0.7944862155388471,0.801498127340824,0.8014480441209146,0.009476326136724247
0.9504564285278321,0.020948837373036107,0.017752599716186524,0.002308874302408536,2.0,l2,lbfgs,"{'clf__C': 2.0, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.7813084112149533,0.7682242990654206,0.7233644859813084,0.7514018691588785,0.7700934579439253,0.7588785046728972,0.020166136761512046,23,0.9210280373831776,0.9289719626168225,0.930841121495327,0.9247663551401869,0.9252336448598131,0.9261682242990655,0.0034338641253969567,0.44549763033175355,0.4095238095238095,0.30841121495327106,0.3813953488372093,0.4,0.38896560072920866,0.04535765882084204,4,0.7900621118012422,0.8099999999999999,0.8177339901477833,0.7979924717691343,0.7999999999999999,0.803157714743632,0.00966881984525156
2.7147367000579834,0.15587036460601691,0.018550634384155273,0.0013532813792206321,4.0,l1,liblinear,"{'clf__C': 4.0, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.7514018691588785,0.7420560747663552,0.719626168224299,0.7327102803738318,0.7570093457943925,0.7405607476635513,0.01334322863370075,28,0.9345794392523364,0.9401869158878504,0.9462616822429907,0.9434579439252336,0.935981308411215,0.9400934579439252,0.0043974917218761135,0.3870967741935483,0.38392857142857145,0.3119266055045871,0.3700440528634361,0.3925233644859813,0.3691038736952249,0.02953679947028262,20,0.828009828009828,0.8423645320197044,0.8609431680773881,0.8518971848225214,0.8327228327228328,0.8431875091304549,0.01209686424774024
0.04168863296508789,0.0013231607834853073,0.0,0.0,4.0,l1,lbfgs,"{'clf__C': 4.0, 'clf__penalty': 'l1', 'clf__solver': 'lbfgs'}",,,,,,,,61,,,,,,,,,,,,,,,61,,,,,,,
1.9719243049621582,0.33812346033422047,0.014162349700927734,0.0003987320300287896,4.0,l2,liblinear,"{'clf__C': 4.0, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.7700934579439253,0.7682242990654206,0.7102803738317757,0.7420560747663552,0.77196261682243,0.7525233644859812,0.023778757224357776,26,0.9294392523364486,0.9378504672897197,0.9415887850467289,0.9364485981308411,0.9355140186915888,0.9361682242990655,0.0039496348802084726,0.42790697674418604,0.4205607476635514,0.2922374429223744,0.3893805309734513,0.4077669902912622,0.38757053771896505,0.049426620359893765,7,0.8147239263803681,0.8360049321824908,0.8492159227985524,0.8316831683168315,0.8296296296296296,0.8322515158615745,0.011102188398402194
1.1694709300994872,0.059166624618079165,0.01715407371520996,0.0013235489779105836,4.0,l2,lbfgs,"{'clf__C': 4.0, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.7700934579439253,0.7644859813084112,0.7102803738317757,0.7420560747663552,0.77196261682243,0.7517757009345793,0.0233278216999218,27,0.9294392523364486,0.9378504672897197,0.9411214953271028,0.9364485981308411,0.9350467289719626,0.9359813084112151,0.0038420195871204394,0.42790697674418604,0.4166666666666667,0.2922374429223744,0.3893805309734513,0.4077669902912622,0.38679172151958807,0.04892882993736242,8,0.8147239263803681,0.8360049321824908,0.8478260869565217,0.8316831683168315,0.8286066584463624,0.8317689544565148,0.010736065097156985
5.83660888671875,0.26584256200246337,0.015620183944702149,1.6952885470038584e-06,8.0,l1,liblinear,"{'clf__C': 8.0, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.7457943925233644,0.7252336448598131,0.6878504672897197,0.708411214953271,0.7345794392523365,0.7203738317757009,0.020359250548321637,34,0.958411214953271,0.9621495327102804,0.9766355140186916,0.9649532710280374,0.9616822429906542,0.9647663551401869,0.0062874348379642064,0.41880341880341876,0.38493723849372385,0.2953586497890296,0.376,0.37168141592920356,0.3693561446030752,0.04052895348439986,19,0.8956623681125441,0.9034564958283671,0.9417249417249417,0.910820451843044,0.9033018867924528,0.91099322886027,0.01609634993629813
0.04089078903198242,0.0008925498073027549,0.0,0.0,8.0,l1,lbfgs,"{'clf__C': 8.0, 'clf__penalty': 'l1', 'clf__solver': 'lbfgs'}",,,,,,,,67,,,,,,,,,,,,,,,60,,,,,,,
2.564754915237427,0.6172648805314719,0.009739828109741212,0.007224602375933484,8.0,l2,liblinear,"{'clf__C': 8.0, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.7570093457943925,0.7495327102803738,0.7065420560747664,0.7177570093457943,0.7588785046728972,0.7379439252336448,0.02158534584411521,30,0.9420560747663551,0.947196261682243,0.9504672897196261,0.9523364485981308,0.944392523364486,0.9472897196261683,0.0037778285853098544,0.41441441441441446,0.4017857142857143,0.2895927601809954,0.3734439834024897,0.4055299539170507,0.3769533652401329,0.04578381430582266,17,0.8491484184914843,0.8626974483596597,0.8738095238095237,0.8762135922330097,0.8561064087061669,0.863595078319969,0.010287406693263048
1.11595778465271,0.09830161550520708,0.015620756149291991,9.464947338714222e-07,8.0,l2,lbfgs,"{'clf__C': 8.0, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.7570093457943925,0.7514018691588785,0.7065420560747664,0.719626168224299,0.7588785046728972,0.7386915887850467,0.021455468937991384,29,0.9420560747663551,0.947196261682243,0.9509345794392523,0.9514018691588785,0.944392523364486,0.9471962616822429,0.0036316559304159666,0.41441441441441446,0.40358744394618834,0.2895927601809954,0.375,0.4055299539170507,0.37762491449172975,0.04596251044980333,14,0.8491484184914843,0.8626974483596597,0.8748510131108462,0.8734793187347931,0.8561064087061669,0.8632565214805901,0.009893564223851316
12.883944511413574,0.6599373461558213,0.013371133804321289,0.0037278808988581683,16.0,l1,liblinear,"{'clf__C': 16.0, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.7252336448598131,0.7140186915887851,0.6766355140186916,0.708411214953271,0.708411214953271,0.7065420560747664,0.01616579312930068,37,0.9803738317757009,0.985981308411215,0.9948598130841122,0.9920560747663552,0.9934579439252337,0.9893457943925235,0.005412498031988897,0.4096385542168675,0.3904382470119521,0.29387755102040813,0.390625,0.3445378151260504,0.36582343347505564,0.04188092430652514,25,0.9511627906976745,0.9653579676674364,0.987485779294653,0.9805269186712485,0.9839449541284404,0.9736956820918905,0.013558236078128182
0.04317035675048828,0.007155364175026981,0.0,0.0,16.0,l1,lbfgs,"{'clf__C': 16.0, 'clf__penalty': 'l1', 'clf__solver': 'lbfgs'}",,,,,,,,66,,,,,,,,,,,,,,,58,,,,,,,
3.1655158042907714,0.4516905085817729,0.017893457412719728,0.0045428757266085355,16.0,l2,liblinear,"{'clf__C': 16.0, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.7476635514018691,0.7252336448598131,0.6897196261682244,0.7158878504672898,0.7327102803738318,0.7222429906542056,0.01930217666306627,33,0.9542056074766355,0.9570093457943926,0.9682242990654205,0.9621495327102804,0.955607476635514,0.9594392523364487,0.005147827795858072,0.4104803493449782,0.37974683544303794,0.26548672566371684,0.38211382113821135,0.3644444444444444,0.36045443520687775,0.04975681625815157,29,0.883054892601432,0.8894230769230769,0.9205607476635514,0.9034564958283672,0.8875739644970415,0.8968138355026938,0.013691952466476223
1.3935174942016602,0.1368034233889122,0.011499309539794922,0.006689190572196108,16.0,l2,lbfgs,"{'clf__C': 16.0, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.7476635514018691,0.7252336448598131,0.6897196261682244,0.7158878504672898,0.7364485981308411,0.7229906542056075,0.01976011257779811,32,0.9542056074766355,0.9570093457943926,0.9682242990654205,0.9621495327102804,0.955607476635514,0.9594392523364487,0.005147827795858072,0.4104803493449782,0.37974683544303794,0.26548672566371684,0.38211382113821135,0.37333333333333335,0.3622322129846555,0.05002568779104838,28,0.883054892601432,0.8894230769230769,0.9205607476635514,0.9034564958283672,0.8875739644970415,0.8968138355026938,0.013691952466476223
20.581275987625123,2.050394575315336,0.01715407371520996,0.0023930391090231902,32.0,l1,liblinear,"{'clf__C': 32.0, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.7009345794392523,0.708411214953271,0.680373831775701,0.7009345794392523,0.7046728971962617,0.6990654205607477,0.009748340045162807,42,0.9967289719626168,0.997196261682243,0.9990654205607477,0.9990654205607477,0.9990654205607477,0.9982242990654207,0.0010407036192205772,0.37500000000000006,0.39534883720930236,0.2962962962962963,0.37500000000000006,0.34710743801652894,0.3577505143044255,0.03434710870697477,33,0.9920544835414302,0.9931818181818182,0.9977324263038548,0.997737556561086,0.997737556561086,0.995688768229855,0.0025323676398055577
0.03269782066345215,0.00610865768738291,0.0,0.0,32.0,l1,lbfgs,"{'clf__C': 32.0, 'clf__penalty': 'l1', 'clf__solver': 'lbfgs'}",,,,,,,,65,,,,,,,,,,,,,,,71,,,,,,,
3.943743848800659,0.478403733543806,0.01615748405456543,0.0007462000388238061,32.0,l2,liblinear,"{'clf__C': 32.0, 'clf__penalty': 'l2', 'clf__solver': 'liblinear'}",0.7476635514018691,0.7271028037383177,0.6766355140186916,0.7158878504672898,0.7158878504672898,0.7166355140186916,0.02312324051467978,36,0.9644859813084112,0.969626168224299,0.9822429906542056,0.9738317757009346,0.9710280373831776,0.9722429906542056,0.00584840667183627,0.4351464435146443,0.3916666666666666,0.270042194092827,0.3870967741935484,0.35042735042735046,0.3668758857790074,0.055374460466206143,23,0.9107981220657276,0.9236192714453584,0.9564220183486238,0.9342723004694837,0.9277389277389277,0.9305701280136244,0.015028563710597732
2.146058464050293,0.08064859986020662,0.016755390167236327,0.0011627530659660404,32.0,l2,lbfgs,"{'clf__C': 32.0, 'clf__penalty': 'l2', 'clf__solver': 'lbfgs'}",0.7476635514018691,0.7271028037383177,0.6785046728971963,0.7158878504672898,0.7158878504672898,0.7170093457943926,0.02247969551906227,35,0.9644859813084112,0.9691588785046729,0.9822429906542056,0.9738317757009346,0.9710280373831776,0.9721495327102805,0.0058930402880128805,0.4351464435146443,0.3916666666666666,0.2773109243697479,0.3870967741935484,0.35042735042735046,0.3683296318343916,0.05285112286095217,21,0.9107981220657276,0.9223529411764705,0.9564220183486238,0.9342723004694837,0.9277389277389277,0.9303168619598468,0.015153716838001055
26.070853090286256,4.145816029438312,0.016157245635986327,0.0038574929319002012,64.0,l1,liblinear,"{'clf__C': 64.0, 'clf__penalty': 'l1', 'clf__solver': 'liblinear'}",0.7065420560747664,0.7046728971962617,0.6841121495327103,0.6990654205607477,0.708411214953271,0.7005607476635514,0.008798954987618556,40,0.9995327102803738,1.0,0.9995327102803738,0.9995327102803738,0.9995327102803738,0.9996261682242992,0.00018691588785046953,0.38431372549019605,0.37301587301587297,0.31020408163265306,0.3686274509803921,0.36065573770491804,0.3593633737648064,0.02574117371514149,31,0.9988700564971752,1.0,0.9988674971687429,0.9988674971687429,0.9988674971687429,0.9990945096006808,0.00045274628473254615
0.04408230781555176,0.002705497389330635,0.0,0.0,64.0,l1,lbfgs,"{'clf__C': 64.0, 'clf__penalty': 'l1', 'clf__solver': 'lbfgs'}",,,,,,,,64,,,,,,,,,,,,,,,66,,,,,,,
