Result,model_param,Score,type,learning_rate,n_estimators,max_depth,max_features,subsample
0.38642007460521227,0.15 / 100 / 3 / sqrt / 0.5,F1,test,0.15,100,3,sqrt,0.5
0.36089649565952203,0.15 / 100 / 3 / sqrt / 0.75,F1,test,0.15,100,3,sqrt,0.75
0.31639971278024376,0.15 / 100 / 3 / sqrt / 1.0,F1,test,0.15,100,3,sqrt,1.0
0.3535991644246764,0.15 / 125 / 3 / sqrt / 0.5,F1,test,0.15,125,3,sqrt,0.5
0.257450972022098,0.15 / 50 / 5 / log2 / 0.5,F1,test,0.15,50,5,log2,0.5
0.24652874532090743,0.15 / 50 / 5 / log2 / 0.75,F1,test,0.15,50,5,log2,0.75
0.28289981643838036,0.15 / 50 / 5 / sqrt / 0.5,F1,test,0.15,50,5,sqrt,0.5
0.2547171933492594,0.2 / 50 / 3 / log2 / 0.5,F1,test,0.2,50,3,log2,0.5
0.29283553355335534,0.2 / 50 / 3 / log2 / 0.75,F1,test,0.2,50,3,log2,0.75
0.2301197679407308,0.2 / 50 / 3 / log2 / 1.0,F1,test,0.2,50,3,log2,1.0
0.31929269551607586,0.2 / 75 / 3 / log2 / 0.5,F1,test,0.2,75,3,log2,0.5
0.29688737230021633,0.2 / 75 / 3 / log2 / 0.75,F1,test,0.2,75,3,log2,0.75
0.24671652372068462,0.2 / 75 / 3 / log2 / 1.0,F1,test,0.2,75,3,log2,1.0
0.31321605191536883,0.2 / 100 / 3 / log2 / 0.5,F1,test,0.2,100,3,log2,0.5
0.324471004662883,0.2 / 100 / 3 / log2 / 0.75,F1,test,0.2,100,3,log2,0.75
0.24059424267521567,0.2 / 100 / 3 / log2 / 1.0,F1,test,0.2,100,3,log2,1.0
0.32049477572461843,0.2 / 125 / 3 / log2 / 0.5,F1,test,0.2,125,3,log2,0.5
0.3088617771376392,0.2 / 50 / 3 / sqrt / 0.5,F1,test,0.2,50,3,sqrt,0.5
0.31667945810802955,0.2 / 50 / 3 / sqrt / 0.75,F1,test,0.2,50,3,sqrt,0.75
0.282609043617447,0.2 / 50 / 3 / sqrt / 1.0,F1,test,0.2,50,3,sqrt,1.0
0.33371065919799403,0.2 / 75 / 3 / sqrt / 0.5,F1,test,0.2,75,3,sqrt,0.5
0.3011807611807612,0.2 / 75 / 3 / sqrt / 0.75,F1,test,0.2,75,3,sqrt,0.75
0.32022293274697905,0.2 / 75 / 3 / sqrt / 1.0,F1,test,0.2,75,3,sqrt,1.0
0.3449073602392932,0.2 / 100 / 3 / sqrt / 0.5,F1,test,0.2,100,3,sqrt,0.5
