Result,model_param,Score,type,C,gamma,kernel
0.7469158878504674,1024.0 / 0.00048828125,Accuracy,test,1024.0,0.00048828125,rbf
0.7222429906542056,2048.0 / 3.0517578125e-05,Accuracy,test,2048.0,3.0517578125e-05,rbf
0.7166355140186915,2048.0 / 6.103515625e-05,Accuracy,test,2048.0,6.103515625e-05,rbf
0.7173831775700935,2048.0 / 0.0001220703125,Accuracy,test,2048.0,0.0001220703125,rbf
0.731214953271028,2048.0 / 0.000244140625,Accuracy,test,2048.0,0.000244140625,rbf
0.7128971962616821,4096.0 / 3.0517578125e-05,Accuracy,test,4096.0,3.0517578125e-05,rbf
0.7117757009345794,4096.0 / 6.103515625e-05,Accuracy,test,4096.0,6.103515625e-05,rbf
0.7185046728971962,4096.0 / 0.0001220703125,Accuracy,test,4096.0,0.0001220703125,rbf
0.731588785046729,4096.0 / 0.000244140625,Accuracy,test,4096.0,0.000244140625,rbf
0.7095327102803739,8192.0 / 3.0517578125e-05,Accuracy,test,8192.0,3.0517578125e-05,rbf
0.7084112149532711,8192.0 / 6.103515625e-05,Accuracy,test,8192.0,6.103515625e-05,rbf
0.7203738317757009,8192.0 / 0.0001220703125,Accuracy,test,8192.0,0.0001220703125,rbf
0.7028037383177571,16384.0 / 3.0517578125e-05,Accuracy,test,16384.0,3.0517578125e-05,rbf
0.7095327102803738,16384.0 / 6.103515625e-05,Accuracy,test,16384.0,6.103515625e-05,rbf
0.7039252336448598,32768.0 / 3.0517578125e-05,Accuracy,test,32768.0,3.0517578125e-05,rbf
0.7065420560747663,32768.0 / 6.103515625e-05,Accuracy,test,32768.0,6.103515625e-05,rbf
0.40653725504846294,0.03125 / 0.001953125,F1,train,0.03125,0.001953125,rbf
0.5189579725259664,0.03125 / 0.00390625,F1,train,0.03125,0.00390625,rbf
0.535612805381103,0.03125 / 0.0078125,F1,train,0.03125,0.0078125,rbf
0.5235046202701362,0.03125 / 0.015625,F1,train,0.03125,0.015625,rbf
0.4976908598877115,0.03125 / 0.03125,F1,train,0.03125,0.03125,rbf
0.30093958370476326,0.0625 / 0.0009765625,F1,train,0.0625,0.0009765625,rbf
0.526799941953165,0.0625 / 0.001953125,F1,train,0.0625,0.001953125,rbf
0.5388997811035805,0.0625 / 0.00390625,F1,train,0.0625,0.00390625,rbf
0.5516072780464911,0.0625 / 0.0078125,F1,train,0.0625,0.0078125,rbf
0.5566610369258159,0.0625 / 0.015625,F1,train,0.0625,0.015625,rbf
0.4567213042592032,0.0625 / 0.03125,F1,train,0.0625,0.03125,rbf
0.3338855402588152,0.125 / 0.00048828125,F1,train,0.125,0.00048828125,rbf
0.5288229697678806,0.125 / 0.0009765625,F1,train,0.125,0.0009765625,rbf
0.540143376878817,0.125 / 0.001953125,F1,train,0.125,0.001953125,rbf
0.5532513585319058,0.125 / 0.00390625,F1,train,0.125,0.00390625,rbf
0.5719910232603016,0.125 / 0.0078125,F1,train,0.125,0.0078125,rbf
0.5940579301791686,0.125 / 0.015625,F1,train,0.125,0.015625,rbf
0.5535529381899256,0.125 / 0.03125,F1,train,0.125,0.03125,rbf
0.3606111807101038,0.125 / 0.0625,F1,train,0.125,0.0625,rbf
0.3605282235825212,0.25 / 0.000244140625,F1,train,0.25,0.000244140625,rbf
0.5333051565534104,0.25 / 0.00048828125,F1,train,0.25,0.00048828125,rbf
0.5407997824847455,0.25 / 0.0009765625,F1,train,0.25,0.0009765625,rbf
0.5534127030212128,0.25 / 0.001953125,F1,train,0.25,0.001953125,rbf
0.574182214256737,0.25 / 0.00390625,F1,train,0.25,0.00390625,rbf
0.5986792278371359,0.25 / 0.0078125,F1,train,0.25,0.0078125,rbf
0.6415481104678973,0.25 / 0.015625,F1,train,0.25,0.015625,rbf
0.6902289428200519,0.25 / 0.03125,F1,train,0.25,0.03125,rbf
0.4967885863883833,0.25 / 0.0625,F1,train,0.25,0.0625,rbf
0.3457331933597653,0.25 / 0.125,F1,train,0.25,0.125,rbf
0.6057621787601871,0.25 / 0.25,F1,train,0.25,0.25,rbf
0.37021084838199236,0.5 / 0.0001220703125,F1,train,0.5,0.0001220703125,rbf
0.532358080401873,0.5 / 0.000244140625,F1,train,0.5,0.000244140625,rbf
0.5399330723484778,0.5 / 0.00048828125,F1,train,0.5,0.00048828125,rbf
