Result,model_param,Score,type,C,gamma,coef0,kernel
0.873892405063291,256.0 / 0.00024 / 1.0,Accuracy,train,256.0,0.000244140625,1.0,sigmoid
0.8512341772151899,256.0 / 0.00049 / 1.0,Accuracy,train,256.0,0.00048828125,1.0,sigmoid
0.8030063291139241,256.0 / 0.00781 / 1.0,Accuracy,train,256.0,0.0078125,1.0,sigmoid
0.7168987341772152,256.0 / 0.01562 / 1.0,Accuracy,train,256.0,0.015625,1.0,sigmoid
0.5931962025316455,256.0 / 0.03125 / 1.0,Accuracy,train,256.0,0.03125,1.0,sigmoid
0.5401582278481012,256.0 / 0.0625 / 1.0,Accuracy,train,256.0,0.0625,1.0,sigmoid
0.5101265822784811,256.0 / 0.125 / 1.0,Accuracy,train,256.0,0.125,1.0,sigmoid
0.5127848101265823,256.0 / 0.25 / 1.0,Accuracy,train,256.0,0.25,1.0,sigmoid
0.8788607594936708,512.0 / 3e-05 / 0.0,Accuracy,train,512.0,3.0517578125e-05,0.0,sigmoid
0.9191455696202532,512.0 / 0.01562 / 0.0,Accuracy,train,512.0,0.015625,0.0,sigmoid
0.8279430379746836,512.0 / 0.03125 / 0.0,Accuracy,train,512.0,0.03125,0.0,sigmoid
0.6561392405063291,512.0 / 0.0625 / 0.0,Accuracy,train,512.0,0.0625,0.0,sigmoid
0.5679113924050633,512.0 / 0.125 / 0.0,Accuracy,train,512.0,0.125,0.0,sigmoid
0.8788607594936708,512.0 / 3e-05 / 0.1,Accuracy,train,512.0,3.0517578125e-05,0.1,sigmoid
0.8989556962025317,512.0 / 0.01562 / 0.1,Accuracy,train,512.0,0.015625,0.1,sigmoid
0.7951898734177215,512.0 / 0.03125 / 0.1,Accuracy,train,512.0,0.03125,0.1,sigmoid
0.6233860759493671,512.0 / 0.0625 / 0.1,Accuracy,train,512.0,0.0625,0.1,sigmoid
0.5528164556962025,512.0 / 0.125 / 0.1,Accuracy,train,512.0,0.125,0.1,sigmoid
0.5552848101265823,512.0 / 0.25 / 0.1,Accuracy,train,512.0,0.25,0.1,sigmoid
0.8864556962025316,512.0 / 3e-05 / 1.0,Accuracy,train,512.0,3.0517578125e-05,1.0,sigmoid
0.8763291139240506,512.0 / 6e-05 / 1.0,Accuracy,train,512.0,6.103515625e-05,1.0,sigmoid
0.873892405063291,512.0 / 0.00012 / 1.0,Accuracy,train,512.0,0.0001220703125,1.0,sigmoid
0.8435759493670887,512.0 / 0.00391 / 1.0,Accuracy,train,512.0,0.00390625,1.0,sigmoid
0.8156012658227848,512.0 / 0.00781 / 1.0,Accuracy,train,512.0,0.0078125,1.0,sigmoid
0.7194303797468354,512.0 / 0.01562 / 1.0,Accuracy,train,512.0,0.015625,1.0,sigmoid
0.5981645569620253,512.0 / 0.03125 / 1.0,Accuracy,train,512.0,0.03125,1.0,sigmoid
0.5376582278481012,512.0 / 0.0625 / 1.0,Accuracy,train,512.0,0.0625,1.0,sigmoid
0.5101265822784811,512.0 / 0.125 / 1.0,Accuracy,train,512.0,0.125,1.0,sigmoid
0.5127848101265823,512.0 / 0.25 / 1.0,Accuracy,train,512.0,0.25,1.0,sigmoid
0.8279430379746836,1024.0 / 0.03125 / 0.0,Accuracy,train,1024.0,0.03125,0.0,sigmoid
0.6561392405063291,1024.0 / 0.0625 / 0.0,Accuracy,train,1024.0,0.0625,0.0,sigmoid
0.5679113924050633,1024.0 / 0.125 / 0.0,Accuracy,train,1024.0,0.125,0.0,sigmoid
0.9114873417721518,1024.0 / 0.01562 / 0.1,Accuracy,train,1024.0,0.015625,0.1,sigmoid
0.7952215189873417,1024.0 / 0.03125 / 0.1,Accuracy,train,1024.0,0.03125,0.1,sigmoid
0.6233860759493671,1024.0 / 0.0625 / 0.1,Accuracy,train,1024.0,0.0625,0.1,sigmoid
0.5528164556962025,1024.0 / 0.125 / 0.1,Accuracy,train,1024.0,0.125,0.1,sigmoid
0.8763291139240506,1024.0 / 3e-05 / 1.0,Accuracy,train,1024.0,3.0517578125e-05,1.0,sigmoid
0.873892405063291,1024.0 / 6e-05 / 1.0,Accuracy,train,1024.0,6.103515625e-05,1.0,sigmoid
0.8813607594936709,1024.0 / 0.00391 / 1.0,Accuracy,train,1024.0,0.00390625,1.0,sigmoid
0.8104746835443037,1024.0 / 0.00781 / 1.0,Accuracy,train,1024.0,0.0078125,1.0,sigmoid
0.7218987341772152,1024.0 / 0.01562 / 1.0,Accuracy,train,1024.0,0.015625,1.0,sigmoid
0.6006645569620254,1024.0 / 0.03125 / 1.0,Accuracy,train,1024.0,0.03125,1.0,sigmoid
0.5401582278481012,1024.0 / 0.0625 / 1.0,Accuracy,train,1024.0,0.0625,1.0,sigmoid
0.5101265822784811,1024.0 / 0.125 / 1.0,Accuracy,train,1024.0,0.125,1.0,sigmoid
0.5127848101265823,1024.0 / 0.25 / 1.0,Accuracy,train,1024.0,0.25,1.0,sigmoid
0.974746835443038,2048.0 / 0.01562 / 0.0,Accuracy,train,2048.0,0.015625,0.0,sigmoid
0.8861392405063292,2048.0 / 0.03125 / 0.0,Accuracy,train,2048.0,0.03125,0.0,sigmoid
0.6561392405063291,2048.0 / 0.0625 / 0.0,Accuracy,train,2048.0,0.0625,0.0,sigmoid
0.5679113924050633,2048.0 / 0.125 / 0.0,Accuracy,train,2048.0,0.125,0.0,sigmoid
0.951993670886076,2048.0 / 0.01562 / 0.1,Accuracy,train,2048.0,0.015625,0.1,sigmoid
0.797753164556962,2048.0 / 0.03125 / 0.1,Accuracy,train,2048.0,0.03125,0.1,sigmoid
0.6333860759493671,2048.0 / 0.0625 / 0.1,Accuracy,train,2048.0,0.0625,0.1,sigmoid
0.5528164556962025,2048.0 / 0.125 / 0.1,Accuracy,train,2048.0,0.125,0.1,sigmoid
0.873892405063291,2048.0 / 3e-05 / 1.0,Accuracy,train,2048.0,3.0517578125e-05,1.0,sigmoid
0.8863291139240506,2048.0 / 0.00391 / 1.0,Accuracy,train,2048.0,0.00390625,1.0,sigmoid
0.8280696202531646,2048.0 / 0.00781 / 1.0,Accuracy,train,2048.0,0.0078125,1.0,sigmoid
0.7243987341772152,2048.0 / 0.01562 / 1.0,Accuracy,train,2048.0,0.015625,1.0,sigmoid
0.6006645569620254,2048.0 / 0.03125 / 1.0,Accuracy,train,2048.0,0.03125,1.0,sigmoid
0.5376582278481012,2048.0 / 0.0625 / 1.0,Accuracy,train,2048.0,0.0625,1.0,sigmoid
0.5101265822784811,2048.0 / 0.125 / 1.0,Accuracy,train,2048.0,0.125,1.0,sigmoid
0.5127848101265823,2048.0 / 0.25 / 1.0,Accuracy,train,2048.0,0.25,1.0,sigmoid
0.9823101265822786,4096.0 / 0.00781 / 0.0,Accuracy,train,4096.0,0.0078125,0.0,sigmoid
0.9797784810126584,4096.0 / 0.01562 / 0.0,Accuracy,train,4096.0,0.015625,0.0,sigmoid
0.8886708860759492,4096.0 / 0.03125 / 0.0,Accuracy,train,4096.0,0.03125,0.0,sigmoid
0.6561392405063291,4096.0 / 0.0625 / 0.0,Accuracy,train,4096.0,0.0625,0.0,sigmoid
0.5679113924050633,4096.0 / 0.125 / 0.0,Accuracy,train,4096.0,0.125,0.0,sigmoid
0.9620886075949366,4096.0 / 0.01562 / 0.1,Accuracy,train,4096.0,0.015625,0.1,sigmoid
0.8407911392405063,4096.0 / 0.03125 / 0.1,Accuracy,train,4096.0,0.03125,0.1,sigmoid
0.6333860759493671,4096.0 / 0.0625 / 0.1,Accuracy,train,4096.0,0.0625,0.1,sigmoid
0.5528164556962025,4096.0 / 0.125 / 0.1,Accuracy,train,4096.0,0.125,0.1,sigmoid
0.921740506329114,4096.0 / 0.00391 / 1.0,Accuracy,train,4096.0,0.00390625,1.0,sigmoid
0.8559177215189873,4096.0 / 0.00781 / 1.0,Accuracy,train,4096.0,0.0078125,1.0,sigmoid
0.7243987341772152,4096.0 / 0.01562 / 1.0,Accuracy,train,4096.0,0.015625,1.0,sigmoid
0.6006645569620254,4096.0 / 0.03125 / 1.0,Accuracy,train,4096.0,0.03125,1.0,sigmoid
0.5376582278481012,4096.0 / 0.0625 / 1.0,Accuracy,train,4096.0,0.0625,1.0,sigmoid
0.5101265822784811,4096.0 / 0.125 / 1.0,Accuracy,train,4096.0,0.125,1.0,sigmoid
0.5127848101265823,4096.0 / 0.25 / 1.0,Accuracy,train,4096.0,0.25,1.0,sigmoid
0.9823101265822786,8192.0 / 0.00391 / 0.0,Accuracy,train,8192.0,0.00390625,0.0,sigmoid
0.9873734177215188,8192.0 / 0.00781 / 0.0,Accuracy,train,8192.0,0.0078125,0.0,sigmoid
0.9823101265822786,8192.0 / 0.01562 / 0.0,Accuracy,train,8192.0,0.015625,0.0,sigmoid
0.8912025316455695,8192.0 / 0.03125 / 0.0,Accuracy,train,8192.0,0.03125,0.0,sigmoid
0.6561392405063291,8192.0 / 0.0625 / 0.0,Accuracy,train,8192.0,0.0625,0.0,sigmoid
0.5679113924050633,8192.0 / 0.125 / 0.0,Accuracy,train,8192.0,0.125,0.0,sigmoid
0.9772784810126582,8192.0 / 0.00391 / 0.1,Accuracy,train,8192.0,0.00390625,0.1,sigmoid
0.9848417721518988,8192.0 / 0.00781 / 0.1,Accuracy,train,8192.0,0.0078125,0.1,sigmoid
0.9645886075949368,8192.0 / 0.01562 / 0.1,Accuracy,train,8192.0,0.015625,0.1,sigmoid
0.838259493670886,8192.0 / 0.03125 / 0.1,Accuracy,train,8192.0,0.03125,0.1,sigmoid
0.6333860759493671,8192.0 / 0.0625 / 0.1,Accuracy,train,8192.0,0.0625,0.1,sigmoid
0.5528164556962025,8192.0 / 0.125 / 0.1,Accuracy,train,8192.0,0.125,0.1,sigmoid
0.9368354430379746,8192.0 / 0.00391 / 1.0,Accuracy,train,8192.0,0.00390625,1.0,sigmoid
0.8887341772151899,8192.0 / 0.00781 / 1.0,Accuracy,train,8192.0,0.0078125,1.0,sigmoid
0.7243987341772152,8192.0 / 0.01562 / 1.0,Accuracy,train,8192.0,0.015625,1.0,sigmoid
0.6006645569620254,8192.0 / 0.03125 / 1.0,Accuracy,train,8192.0,0.03125,1.0,sigmoid
0.5376582278481012,8192.0 / 0.0625 / 1.0,Accuracy,train,8192.0,0.0625,1.0,sigmoid
0.5101265822784811,8192.0 / 0.125 / 1.0,Accuracy,train,8192.0,0.125,1.0,sigmoid
0.5127848101265823,8192.0 / 0.25 / 1.0,Accuracy,train,8192.0,0.25,1.0,sigmoid
0.9823101265822786,16384.0 / 0.00195 / 0.0,Accuracy,train,16384.0,0.001953125,0.0,sigmoid
0.9899050632911393,16384.0 / 0.00391 / 0.0,Accuracy,train,16384.0,0.00390625,0.0,sigmoid
0.9899050632911393,16384.0 / 0.00781 / 0.0,Accuracy,train,16384.0,0.0078125,0.0,sigmoid
0.9848101265822784,16384.0 / 0.01562 / 0.0,Accuracy,train,16384.0,0.015625,0.0,sigmoid
0.8912025316455695,16384.0 / 0.03125 / 0.0,Accuracy,train,16384.0,0.03125,0.0,sigmoid
0.6561392405063291,16384.0 / 0.0625 / 0.0,Accuracy,train,16384.0,0.0625,0.0,sigmoid
0.5679113924050633,16384.0 / 0.125 / 0.0,Accuracy,train,16384.0,0.125,0.0,sigmoid
0.9772784810126582,16384.0 / 0.00195 / 0.1,Accuracy,train,16384.0,0.001953125,0.1,sigmoid
0.9873734177215188,16384.0 / 0.00391 / 0.1,Accuracy,train,16384.0,0.00390625,0.1,sigmoid
0.9645886075949368,16384.0 / 0.01562 / 0.1,Accuracy,train,16384.0,0.015625,0.1,sigmoid
0.838259493670886,16384.0 / 0.03125 / 0.1,Accuracy,train,16384.0,0.03125,0.1,sigmoid
0.6258860759493671,16384.0 / 0.0625 / 0.1,Accuracy,train,16384.0,0.0625,0.1,sigmoid
0.5528164556962025,16384.0 / 0.125 / 0.1,Accuracy,train,16384.0,0.125,0.1,sigmoid
0.9216455696202532,16384.0 / 0.00781 / 1.0,Accuracy,train,16384.0,0.0078125,1.0,sigmoid
0.7573101265822786,16384.0 / 0.01562 / 1.0,Accuracy,train,16384.0,0.015625,1.0,sigmoid
0.6006645569620254,16384.0 / 0.03125 / 1.0,Accuracy,train,16384.0,0.03125,1.0,sigmoid
0.5451582278481013,16384.0 / 0.0625 / 1.0,Accuracy,train,16384.0,0.0625,1.0,sigmoid
0.5101265822784811,16384.0 / 0.125 / 1.0,Accuracy,train,16384.0,0.125,1.0,sigmoid
0.5127848101265823,16384.0 / 0.25 / 1.0,Accuracy,train,16384.0,0.25,1.0,sigmoid
0.9823101265822786,32768.0 / 0.00098 / 0.0,Accuracy,train,32768.0,0.0009765625,0.0,sigmoid
0.9899050632911393,32768.0 / 0.00195 / 0.0,Accuracy,train,32768.0,0.001953125,0.0,sigmoid
0.9873417721518988,32768.0 / 0.01562 / 0.0,Accuracy,train,32768.0,0.015625,0.0,sigmoid
0.8912025316455695,32768.0 / 0.03125 / 0.0,Accuracy,train,32768.0,0.03125,0.0,sigmoid
0.6561392405063291,32768.0 / 0.0625 / 0.0,Accuracy,train,32768.0,0.0625,0.0,sigmoid
0.5679113924050633,32768.0 / 0.125 / 0.0,Accuracy,train,32768.0,0.125,0.0,sigmoid
0.9823101265822786,32768.0 / 0.00098 / 0.1,Accuracy,train,32768.0,0.0009765625,0.1,sigmoid
0.9873734177215188,32768.0 / 0.00195 / 0.1,Accuracy,train,32768.0,0.001953125,0.1,sigmoid
0.9899050632911393,32768.0 / 0.00391 / 0.1,Accuracy,train,32768.0,0.00390625,0.1,sigmoid
0.967120253164557,32768.0 / 0.01562 / 0.1,Accuracy,train,32768.0,0.015625,0.1,sigmoid
0.838259493670886,32768.0 / 0.03125 / 0.1,Accuracy,train,32768.0,0.03125,0.1,sigmoid
0.6333860759493671,32768.0 / 0.0625 / 0.1,Accuracy,train,32768.0,0.0625,0.1,sigmoid
0.5528164556962025,32768.0 / 0.125 / 0.1,Accuracy,train,32768.0,0.125,0.1,sigmoid
0.9292088607594936,32768.0 / 0.00781 / 1.0,Accuracy,train,32768.0,0.0078125,1.0,sigmoid
0.7243987341772152,32768.0 / 0.01562 / 1.0,Accuracy,train,32768.0,0.015625,1.0,sigmoid
0.6006645569620254,32768.0 / 0.03125 / 1.0,Accuracy,train,32768.0,0.03125,1.0,sigmoid
0.5401582278481012,32768.0 / 0.0625 / 1.0,Accuracy,train,32768.0,0.0625,1.0,sigmoid
0.5101265822784811,32768.0 / 0.125 / 1.0,Accuracy,train,32768.0,0.125,1.0,sigmoid
0.5127848101265823,32768.0 / 0.25 / 1.0,Accuracy,train,32768.0,0.25,1.0,sigmoid
0.7500000000000001,0.0625 / 0.125 / 0.0,Accuracy,test,0.0625,0.125,0.0,sigmoid
0.6157894736842106,0.0625 / 0.25 / 0.0,Accuracy,test,0.0625,0.25,0.0,sigmoid
0.6057894736842105,0.0625 / 0.5 / 0.0,Accuracy,test,0.0625,0.5,0.0,sigmoid
0.5647368421052633,0.0625 / 1.0 / 0.0,Accuracy,test,0.0625,1.0,0.0,sigmoid
0.5847368421052632,0.0625 / 2.0 / 0.0,Accuracy,test,0.0625,2.0,0.0,sigmoid
0.6047368421052631,0.0625 / 4.0 / 0.0,Accuracy,test,0.0625,4.0,0.0,sigmoid
0.6047368421052631,0.0625 / 8.0 / 0.0,Accuracy,test,0.0625,8.0,0.0,sigmoid
0.73,0.0625 / 0.125 / 0.1,Accuracy,test,0.0625,0.125,0.1,sigmoid
0.6157894736842106,0.0625 / 0.25 / 0.1,Accuracy,test,0.0625,0.25,0.1,sigmoid
0.5957894736842106,0.0625 / 0.5 / 0.1,Accuracy,test,0.0625,0.5,0.1,sigmoid
0.5647368421052633,0.0625 / 1.0 / 0.1,Accuracy,test,0.0625,1.0,0.1,sigmoid
0.5847368421052632,0.0625 / 2.0 / 0.1,Accuracy,test,0.0625,2.0,0.1,sigmoid
0.6047368421052631,0.0625 / 4.0 / 0.1,Accuracy,test,0.0625,4.0,0.1,sigmoid
0.6047368421052631,0.0625 / 8.0 / 0.1,Accuracy,test,0.0625,8.0,0.1,sigmoid
0.6599999999999999,0.0625 / 0.25 / 1.0,Accuracy,test,0.0625,0.25,1.0,sigmoid
0.5757894736842106,0.0625 / 0.5 / 1.0,Accuracy,test,0.0625,0.5,1.0,sigmoid
0.5652631578947369,0.0625 / 1.0 / 1.0,Accuracy,test,0.0625,1.0,1.0,sigmoid
0.5747368421052632,0.0625 / 2.0 / 1.0,Accuracy,test,0.0625,2.0,1.0,sigmoid
0.6047368421052631,0.0625 / 4.0 / 1.0,Accuracy,test,0.0625,4.0,1.0,sigmoid
0.6047368421052631,0.0625 / 8.0 / 1.0,Accuracy,test,0.0625,8.0,1.0,sigmoid
0.89,0.125 / 0.03125 / 0.0,Accuracy,test,0.125,0.03125,0.0,sigmoid
0.8494736842105264,0.125 / 0.0625 / 0.0,Accuracy,test,0.125,0.0625,0.0,sigmoid
0.7073684210526316,0.125 / 0.125 / 0.0,Accuracy,test,0.125,0.125,0.0,sigmoid
0.6157894736842106,0.125 / 0.25 / 0.0,Accuracy,test,0.125,0.25,0.0,sigmoid
0.6057894736842105,0.125 / 0.5 / 0.0,Accuracy,test,0.125,0.5,0.0,sigmoid
0.5947368421052632,0.125 / 1.0 / 0.0,Accuracy,test,0.125,1.0,0.0,sigmoid
0.5947368421052632,0.125 / 2.0 / 0.0,Accuracy,test,0.125,2.0,0.0,sigmoid
0.86,0.125 / 0.03125 / 0.1,Accuracy,test,0.125,0.03125,0.1,sigmoid
0.8394736842105264,0.125 / 0.0625 / 0.1,Accuracy,test,0.125,0.0625,0.1,sigmoid
0.6973684210526316,0.125 / 0.125 / 0.1,Accuracy,test,0.125,0.125,0.1,sigmoid
0.6057894736842105,0.125 / 0.25 / 0.1,Accuracy,test,0.125,0.25,0.1,sigmoid
0.5852631578947369,0.125 / 0.5 / 0.1,Accuracy,test,0.125,0.5,0.1,sigmoid
0.5947368421052632,0.125 / 1.0 / 0.1,Accuracy,test,0.125,1.0,0.1,sigmoid
0.5947368421052632,0.125 / 2.0 / 0.1,Accuracy,test,0.125,2.0,0.1,sigmoid
0.5947368421052632,0.125 / 4.0 / 0.1,Accuracy,test,0.125,4.0,0.1,sigmoid
0.73,0.125 / 0.125 / 1.0,Accuracy,test,0.125,0.125,1.0,sigmoid
0.588421052631579,0.125 / 0.25 / 1.0,Accuracy,test,0.125,0.25,1.0,sigmoid
0.5657894736842105,0.125 / 0.5 / 1.0,Accuracy,test,0.125,0.5,1.0,sigmoid
0.5557894736842106,0.125 / 1.0 / 1.0,Accuracy,test,0.125,1.0,1.0,sigmoid
0.5442105263157895,0.125 / 2.0 / 1.0,Accuracy,test,0.125,2.0,1.0,sigmoid
0.5947368421052632,0.125 / 4.0 / 1.0,Accuracy,test,0.125,4.0,1.0,sigmoid
0.8699999999999999,0.25 / 0.01562 / 0.0,Accuracy,test,0.25,0.015625,0.0,sigmoid
0.8594736842105263,0.25 / 0.03125 / 0.0,Accuracy,test,0.25,0.03125,0.0,sigmoid
0.8294736842105264,0.25 / 0.0625 / 0.0,Accuracy,test,0.25,0.0625,0.0,sigmoid
0.6763157894736841,0.25 / 0.125 / 0.0,Accuracy,test,0.25,0.125,0.0,sigmoid
0.5747368421052632,0.25 / 0.25 / 0.0,Accuracy,test,0.25,0.25,0.0,sigmoid
0.5331578947368422,0.25 / 0.5 / 0.0,Accuracy,test,0.25,0.5,0.0,sigmoid
0.5342105263157896,0.25 / 1.0 / 0.0,Accuracy,test,0.25,1.0,0.0,sigmoid
0.5236842105263158,0.25 / 2.0 / 0.0,Accuracy,test,0.25,2.0,0.0,sigmoid
0.8699999999999999,0.25 / 0.01562 / 0.1,Accuracy,test,0.25,0.015625,0.1,sigmoid
0.8594736842105263,0.25 / 0.03125 / 0.1,Accuracy,test,0.25,0.03125,0.1,sigmoid
0.8194736842105265,0.25 / 0.0625 / 0.1,Accuracy,test,0.25,0.0625,0.1,sigmoid
0.6557894736842105,0.25 / 0.125 / 0.1,Accuracy,test,0.25,0.125,0.1,sigmoid
0.5442105263157895,0.25 / 0.25 / 0.1,Accuracy,test,0.25,0.25,0.1,sigmoid
0.5336842105263158,0.25 / 0.5 / 0.1,Accuracy,test,0.25,0.5,0.1,sigmoid
0.5242105263157895,0.25 / 1.0 / 0.1,Accuracy,test,0.25,1.0,0.1,sigmoid
0.5036842105263157,0.25 / 2.0 / 0.1,Accuracy,test,0.25,2.0,0.1,sigmoid
0.4631578947368421,0.25 / 4.0 / 0.1,Accuracy,test,0.25,4.0,0.1,sigmoid
0.7899999999999999,0.25 / 0.0625 / 1.0,Accuracy,test,0.25,0.0625,1.0,sigmoid
0.6589473684210526,0.25 / 0.125 / 1.0,Accuracy,test,0.25,0.125,1.0,sigmoid
0.5563157894736841,0.25 / 0.25 / 1.0,Accuracy,test,0.25,0.25,1.0,sigmoid
0.5047368421052632,0.25 / 0.5 / 1.0,Accuracy,test,0.25,0.5,1.0,sigmoid
0.5042105263157894,0.25 / 2.0 / 1.0,Accuracy,test,0.25,2.0,1.0,sigmoid
0.4831578947368421,0.25 / 4.0 / 1.0,Accuracy,test,0.25,4.0,1.0,sigmoid
0.8800000000000001,0.5 / 0.00781 / 0.0,Accuracy,test,0.5,0.0078125,0.0,sigmoid
0.8699999999999999,0.5 / 0.01562 / 0.0,Accuracy,test,0.5,0.015625,0.0,sigmoid
0.8494736842105264,0.5 / 0.03125 / 0.0,Accuracy,test,0.5,0.03125,0.0,sigmoid
0.736842105263158,0.5 / 0.0625 / 0.0,Accuracy,test,0.5,0.0625,0.0,sigmoid
0.5957894736842105,0.5 / 0.125 / 0.0,Accuracy,test,0.5,0.125,0.0,sigmoid
0.89,0.5 / 0.00781 / 0.1,Accuracy,test,0.5,0.0078125,0.1,sigmoid
0.8594736842105263,0.5 / 0.01562 / 0.1,Accuracy,test,0.5,0.015625,0.1,sigmoid
0.8494736842105264,0.5 / 0.03125 / 0.1,Accuracy,test,0.5,0.03125,0.1,sigmoid
0.726842105263158,0.5 / 0.0625 / 0.1,Accuracy,test,0.5,0.0625,0.1,sigmoid
0.5557894736842106,0.5 / 0.125 / 0.1,Accuracy,test,0.5,0.125,0.1,sigmoid
0.86,0.5 / 0.03125 / 1.0,Accuracy,test,0.5,0.03125,1.0,sigmoid
0.7594736842105263,0.5 / 0.0625 / 1.0,Accuracy,test,0.5,0.0625,1.0,sigmoid
0.5763157894736842,0.5 / 0.125 / 1.0,Accuracy,test,0.5,0.125,1.0,sigmoid
0.5684210526315789,0.5 / 0.25 / 1.0,Accuracy,test,0.5,0.25,1.0,sigmoid
0.8800000000000001,1.0 / 0.00391 / 0.0,Accuracy,test,1.0,0.00390625,0.0,sigmoid
0.8600000000000001,1.0 / 0.00781 / 0.0,Accuracy,test,1.0,0.0078125,0.0,sigmoid
0.8494736842105264,1.0 / 0.01562 / 0.0,Accuracy,test,1.0,0.015625,0.0,sigmoid
0.8184210526315792,1.0 / 0.03125 / 0.0,Accuracy,test,1.0,0.03125,0.0,sigmoid
0.6763157894736842,1.0 / 0.0625 / 0.0,Accuracy,test,1.0,0.0625,0.0,sigmoid
0.8800000000000001,1.0 / 0.00391 / 0.1,Accuracy,test,1.0,0.00390625,0.1,sigmoid
0.8600000000000001,1.0 / 0.00781 / 0.1,Accuracy,test,1.0,0.0078125,0.1,sigmoid
0.8494736842105264,1.0 / 0.01562 / 0.1,Accuracy,test,1.0,0.015625,0.1,sigmoid
0.786842105263158,1.0 / 0.03125 / 0.1,Accuracy,test,1.0,0.03125,0.1,sigmoid
0.6163157894736843,1.0 / 0.0625 / 0.1,Accuracy,test,1.0,0.0625,0.1,sigmoid
0.8594736842105263,1.0 / 0.00781 / 1.0,Accuracy,test,1.0,0.0078125,1.0,sigmoid
0.8699999999999999,1.0 / 0.01562 / 1.0,Accuracy,test,1.0,0.015625,1.0,sigmoid
0.8294736842105264,1.0 / 0.03125 / 1.0,Accuracy,test,1.0,0.03125,1.0,sigmoid
0.6063157894736844,1.0 / 0.0625 / 1.0,Accuracy,test,1.0,0.0625,1.0,sigmoid
0.5573684210526315,1.0 / 0.125 / 1.0,Accuracy,test,1.0,0.125,1.0,sigmoid
0.8800000000000001,2.0 / 0.00195 / 0.0,Accuracy,test,2.0,0.001953125,0.0,sigmoid
0.8699999999999999,2.0 / 0.00391 / 0.0,Accuracy,test,2.0,0.00390625,0.0,sigmoid
0.8494736842105264,2.0 / 0.00781 / 0.0,Accuracy,test,2.0,0.0078125,0.0,sigmoid
0.8184210526315792,2.0 / 0.01562 / 0.0,Accuracy,test,2.0,0.015625,0.0,sigmoid
0.7663157894736843,2.0 / 0.03125 / 0.0,Accuracy,test,2.0,0.03125,0.0,sigmoid
0.5652631578947369,2.0 / 0.0625 / 0.0,Accuracy,test,2.0,0.0625,0.0,sigmoid
0.8800000000000001,2.0 / 0.00195 / 0.1,Accuracy,test,2.0,0.001953125,0.1,sigmoid
0.8699999999999999,2.0 / 0.00391 / 0.1,Accuracy,test,2.0,0.00390625,0.1,sigmoid
0.8494736842105264,2.0 / 0.00781 / 0.1,Accuracy,test,2.0,0.0078125,0.1,sigmoid
0.8184210526315792,2.0 / 0.01562 / 0.1,Accuracy,test,2.0,0.015625,0.1,sigmoid
0.7263157894736842,2.0 / 0.03125 / 0.1,Accuracy,test,2.0,0.03125,0.1,sigmoid
0.5552631578947368,2.0 / 0.0625 / 0.1,Accuracy,test,2.0,0.0625,0.1,sigmoid
0.8794736842105264,2.0 / 0.00391 / 1.0,Accuracy,test,2.0,0.00390625,1.0,sigmoid
0.8600000000000001,2.0 / 0.00781 / 1.0,Accuracy,test,2.0,0.0078125,1.0,sigmoid
0.8394736842105264,2.0 / 0.01562 / 1.0,Accuracy,test,2.0,0.015625,1.0,sigmoid
0.746842105263158,2.0 / 0.03125 / 1.0,Accuracy,test,2.0,0.03125,1.0,sigmoid
0.5568421052631578,2.0 / 0.0625 / 1.0,Accuracy,test,2.0,0.0625,1.0,sigmoid
0.8800000000000001,4.0 / 0.00098 / 0.0,Accuracy,test,4.0,0.0009765625,0.0,sigmoid
0.8699999999999999,4.0 / 0.00195 / 0.0,Accuracy,test,4.0,0.001953125,0.0,sigmoid
0.8494736842105264,4.0 / 0.00391 / 0.0,Accuracy,test,4.0,0.00390625,0.0,sigmoid
0.6552631578947368,4.0 / 0.03125 / 0.0,Accuracy,test,4.0,0.03125,0.0,sigmoid
0.5447368421052632,4.0 / 0.0625 / 0.0,Accuracy,test,4.0,0.0625,0.0,sigmoid
0.8800000000000001,4.0 / 0.00098 / 0.1,Accuracy,test,4.0,0.0009765625,0.1,sigmoid
0.8699999999999999,4.0 / 0.00195 / 0.1,Accuracy,test,4.0,0.001953125,0.1,sigmoid
0.8494736842105264,4.0 / 0.00391 / 0.1,Accuracy,test,4.0,0.00390625,0.1,sigmoid
0.8184210526315792,4.0 / 0.00781 / 0.1,Accuracy,test,4.0,0.0078125,0.1,sigmoid
0.7663157894736843,4.0 / 0.01562 / 0.1,Accuracy,test,4.0,0.015625,0.1,sigmoid
0.6552631578947368,4.0 / 0.03125 / 0.1,Accuracy,test,4.0,0.03125,0.1,sigmoid
0.5342105263157895,4.0 / 0.0625 / 0.1,Accuracy,test,4.0,0.0625,0.1,sigmoid
0.8694736842105264,4.0 / 0.00195 / 1.0,Accuracy,test,4.0,0.001953125,1.0,sigmoid
0.8699999999999999,4.0 / 0.00391 / 1.0,Accuracy,test,4.0,0.00390625,1.0,sigmoid
0.8494736842105264,4.0 / 0.00781 / 1.0,Accuracy,test,4.0,0.0078125,1.0,sigmoid
0.7978947368421053,4.0 / 0.01562 / 1.0,Accuracy,test,4.0,0.015625,1.0,sigmoid
0.7063157894736841,4.0 / 0.03125 / 1.0,Accuracy,test,4.0,0.03125,1.0,sigmoid
