,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_multi_class,param_penalty,param_solver,params,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,mean_test_acc,std_test_acc,rank_test_acc,split0_train_acc,split1_train_acc,split2_train_acc,split3_train_acc,split4_train_acc,mean_train_acc,std_train_acc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1
10,2.3957953453063965,0.4874442396672863,0.009973287582397461,0.0006303741242822438,100,5000,ovr,l1,liblinear,"{'C': 100, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l1', 'solver': 'liblinear'}",0.7283582089552239,0.7014925373134329,0.6776119402985075,0.7223880597014926,0.6826347305389222,0.7024970953615158,0.020392357756809972,19,0.9985063480209111,0.9992531740104555,0.9992531740104555,1.0,1.0,0.9994025392083644,0.0005588733960827521,0.380952380952381,0.40476190476190477,0.3647058823529412,0.44970414201183434,0.3536585365853658,0.39075656933288544,0.03412327704334037,2,0.9965986394557823,0.9982964224872232,0.9982905982905983,1.0,1.0,0.9986371320467207,0.0012732979861389425
11,0.6793837070465087,0.09759322581846562,0.009773874282836914,0.0009772136801704352,100,5000,ovr,l2,liblinear,"{'C': 100, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'liblinear'}",0.7850746268656716,0.7522388059701492,0.7731343283582089,0.7820895522388059,0.7964071856287425,0.7777888998123157,0.014783033027741869,5,0.8020911127707244,0.8327109783420463,0.8080657206870799,0.8454070201643017,0.8432835820895522,0.8263116828107409,0.017962067831710303,0.2941176470588235,0.2782608695652174,0.29629629629629634,0.37606837606837606,0.3818181818181817,0.32531227416137903,0.04426729241080539,7,0.3645083932853717,0.5044247787610618,0.40646651270207856,0.556745182012848,0.5493562231759657,0.47630021798746514,0.07742573411207013
12,1.637422227859497,0.6239093855608837,0.011568737030029298,0.001848773887082196,1000,5000,ovr,l1,liblinear,"{'C': 1000, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l1', 'solver': 'liblinear'}",0.7104477611940299,0.6895522388059702,0.6776119402985075,0.7164179104477612,0.6976047904191617,0.6983269282330861,0.014005895985999382,21,0.9985063480209111,0.9985063480209111,0.9985063480209111,1.0,1.0,0.9991038088125468,0.0007317370404132138,0.37419354838709673,0.3953488372093023,0.34939759036144574,0.45086705202312133,0.34838709677419355,0.3836388249510319,0.037844731832547725,3,0.9965986394557823,0.9965986394557823,0.9965870307167235,1.0,1.0,0.9979568619256576,0.0016682206375640647
13,0.7916841506958008,0.1846607524382968,0.010571432113647462,0.000489161752690692,1000,5000,ovr,l2,liblinear,"{'C': 1000, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'liblinear'}",0.7850746268656716,0.7313432835820896,0.7850746268656716,0.7820895522388059,0.7964071856287425,0.7759978550361962,0.022858065865172243,9,0.8020911127707244,0.8483943241224795,0.8289768483943242,0.8454070201643017,0.8432835820895522,0.8336305775082764,0.017124417325926792,0.2941176470588235,0.3283582089552239,0.34545454545454546,0.37606837606837606,0.3818181818181817,0.34516339187103007,0.03220825571490586,5,0.3645083932853717,0.5964214711729622,0.492239467849224,0.556745182012848,0.5493562231759657,0.5118541474992744,0.0808316148987849
14,0.3045854091644287,0.07605052314691192,0.012966012954711914,0.004503914296548776,0.001,5000,ovr,l2,lbfgs,"{'C': 0.001, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'lbfgs'}",0.7671641791044777,0.7582089552238805,0.7761194029850746,0.7820895522388059,0.7514970059880239,0.7670158191080525,0.011211682235243683,16,0.7811799850634802,0.7908887229275579,0.7781926811053025,0.7520537714712472,0.7574626865671642,0.7719555694269504,0.01475520872680812,0.15217391304347827,0.14736842105263157,0.15730337078651685,0.3047619047619048,0.1782178217821782,0.18796508628534192,0.059339268749991445,19,0.22281167108753314,0.2631578947368421,0.19073569482288827,0.17,0.22802850356294535,0.21494675284204176,0.032136238937321523
15,0.29660730361938475,0.08765825950506181,0.010571718215942383,0.0004893955400212732,0.01,5000,ovr,l2,lbfgs,"{'C': 0.01, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'lbfgs'}",0.7701492537313432,0.7313432835820896,0.7701492537313432,0.7761194029850746,0.7514970059880239,0.759851640003575,0.016487862837755204,17,0.7856609410007468,0.7617625093353249,0.7811799850634802,0.7445855115758029,0.7514925373134328,0.7649362968577575,0.01611415738345425,0.2061855670103093,0.21052631578947367,0.20618556701030927,0.2990654205607477,0.1941747572815534,0.22322752553047867,0.03830829438865482,17,0.2878411910669975,0.28635346756152125,0.2656641604010025,0.17391304347826086,0.2273781902552204,0.24823001055260047,0.0430910737434899
16,0.4860996246337891,0.2325568808594391,0.011967611312866212,0.0012611251596357093,0.1,5000,ovr,l2,lbfgs,"{'C': 0.1, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'lbfgs'}",0.7880597014925373,0.7432835820895523,0.755223880597015,0.808955223880597,0.7904191616766467,0.7771883099472696,0.024225383960841226,8,0.7953696788648245,0.7901418969380134,0.7542942494398805,0.7729648991784914,0.8276119402985075,0.7880765329439434,0.02445448136580537,0.32380952380952377,0.23214285714285715,0.21153846153846156,0.3846153846153846,0.36363636363636365,0.3031485181485182,0.06950786042680993,11,0.38009049773755654,0.3356973995271867,0.2366589327146172,0.2512315270935961,0.5074626865671642,0.3422282087280242,0.09818747900939785
17,0.4122966766357422,0.0918851571301894,0.012367010116577148,0.0010170274289078652,1,5000,ovr,l2,lbfgs,"{'C': 1, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'lbfgs'}",0.7701492537313432,0.7402985074626866,0.755223880597015,0.8,0.7754491017964071,0.7682241487174902,0.02007216536266744,13,0.7811799850634802,0.7908887229275579,0.7542942494398805,0.7714712471994025,0.7798507462686567,0.7755369901797956,0.012279347550550516,0.2222222222222222,0.23008849557522124,0.21153846153846156,0.34951456310679613,0.22680412371134018,0.24803357323080827,0.05112577757550557,16,0.29055690072639223,0.33962264150943394,0.2401847575057737,0.23115577889447236,0.2891566265060241,0.27813534102841925,0.039252459916184694
18,0.44042181968688965,0.10824009660999835,0.011568689346313476,0.0007977605591925282,10,5000,ovr,l2,lbfgs,"{'C': 10, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'lbfgs'}",0.7701492537313432,0.7402985074626866,0.755223880597015,0.8,0.7754491017964071,0.7682241487174902,0.02007216536266744,13,0.7811799850634802,0.7901418969380134,0.7542942494398805,0.7968633308439134,0.7798507462686567,0.7804660417107889,0.014479946681925515,0.2222222222222222,0.23008849557522124,0.21153846153846156,0.4552845528455285,0.22680412371134018,0.26918757117855474,0.09325914943069645,14,0.29055690072639223,0.3388235294117647,0.2401847575057737,0.390134529147982,0.2891566265060241,0.3097712686595874,0.05086988388406165
19,0.46216421127319335,0.16649670621118212,0.022340106964111327,0.021246578356699457,100,5000,ovr,l2,lbfgs,"{'C': 100, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'lbfgs'}",0.7820895522388059,0.7402985074626866,0.755223880597015,0.8,0.7754491017964071,0.7706122084189829,0.02085420030371061,11,0.7961165048543689,0.7901418969380134,0.7542942494398805,0.7714712471994025,0.7798507462686567,0.7783749289400645,0.014716949652302832,0.33027522935779813,0.23008849557522124,0.21153846153846156,0.34951456310679613,0.22680412371134018,0.2696441746579234,0.058019995441078394,13,0.38926174496644295,0.3388235294117647,0.2401847575057737,0.23115577889447236,0.2891566265060241,0.29771648745689555,0.05980605682665865
20,0.5034521102905274,0.20887938904547096,0.008976411819458009,0.0035695592997074103,1000,5000,ovr,l2,lbfgs,"{'C': 1000, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'lbfgs'}",0.817910447761194,0.7402985074626866,0.755223880597015,0.8,0.7754491017964071,0.7777763875234605,0.0283663711603931,6,0.8230022404779687,0.7901418969380134,0.7542942494398805,0.7714712471994025,0.7798507462686567,0.7837520760647844,0.022870102310727836,0.45045045045045046,0.23008849557522124,0.21153846153846156,0.34951456310679613,0.22680412371134018,0.2936792188764539,0.09269084871110454,12,0.49032258064516115,0.3388235294117647,0.2401847575057737,0.23115577889447236,0.2891566265060241,0.31792865459263925,0.09440099218218942
