,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_max_iter,param_multi_class,param_penalty,param_solver,params,split0_test_acc,split1_test_acc,split2_test_acc,split3_test_acc,split4_test_acc,mean_test_acc,std_test_acc,rank_test_acc,split0_train_acc,split1_train_acc,split2_train_acc,split3_train_acc,split4_train_acc,mean_train_acc,std_train_acc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1
0,0.10073084831237793,0.004591781363352248,0.011370134353637696,0.0011967185721879652,0.001,5000,ovr,l1,liblinear,"{'C': 0.001, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l1', 'solver': 'liblinear'}",0.755223880597015,0.764179104477612,0.7701492537313432,0.7671641791044777,0.781437125748503,0.7676307087317902,0.008520807777911935,15,0.7625093353248693,0.7669902912621359,0.7692307692307693,0.7677371172516804,0.7805970149253731,0.7694129055989656,0.006024185993492426,0.0,0.024691358024691357,0.0,0.0,0.0,0.0049382716049382715,0.009876543209876543,21,0.04790419161676647,0.012658227848101267,0.006430868167202572,0.012698412698412698,0.0,0.015938340066096603,0.016658299053869653
1,0.5473370552062988,0.047098390857463555,0.011170244216918946,0.0007463277313321583,0.001,5000,ovr,l2,liblinear,"{'C': 0.001, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'liblinear'}",0.7761194029850746,0.755223880597015,0.7791044776119403,0.808955223880597,0.7694610778443114,0.7777728125837877,0.017631727864592425,7,0.7811799850634802,0.7871545929798357,0.7849141150112023,0.7759522031366691,0.7828358208955224,0.782407343417342,0.003799450480099705,0.1935483870967742,0.16326530612244897,0.1956521739130435,0.3191489361702128,0.15384615384615383,0.20509219142972665,0.05934131625185662,18,0.21866666666666662,0.2558746736292428,0.21739130434782608,0.1379310344827586,0.2070844686648501,0.20738962955826884,0.03847751061630444
2,0.15877504348754884,0.010914279962939014,0.012766170501708984,0.003908947131896876,0.01,5000,ovr,l1,liblinear,"{'C': 0.01, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l1', 'solver': 'liblinear'}",0.7402985074626866,0.7253731343283583,0.7701492537313432,0.7940298507462686,0.7544910179640718,0.7568683528465457,0.023788734901880475,18,0.7587752053771472,0.7610156833457804,0.7528005974607916,0.7528005974607916,0.758955223880597,0.7568694615050215,0.0034142269745038936,0.12121212121212122,0.11538461538461538,0.17204301075268819,0.2247191011235955,0.1276595744680851,0.15220368458822106,0.04140197748191032,20,0.1863979848866499,0.1919191919191919,0.13577023498694518,0.08310249307479224,0.16966580976863752,0.15337114292724335,0.04022366380820758
3,0.690354299545288,0.0617454934036233,0.012367343902587891,0.0018496119599995542,0.01,5000,ovr,l2,liblinear,"{'C': 0.01, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'liblinear'}",0.7791044776119403,0.7731343283582089,0.7850746268656716,0.8119402985074626,0.7964071856287425,0.7891321833944052,0.013755622752335049,2,0.806572068707991,0.8192681105302465,0.8088125466766244,0.8035847647498133,0.8111940298507463,0.8098863041030843,0.005321183100657781,0.26,0.3090909090909091,0.28,0.3883495145631068,0.29166666666666663,0.30582141806413654,0.04424540937700308,10,0.35732009925558306,0.42105263157894735,0.3816425120772947,0.3273657289002557,0.3722084367245657,0.3719178817073293,0.0306818059287595
4,0.31435909271240237,0.024047139759897244,0.011569404602050781,0.000797939443012643,0.1,5000,ovr,l1,liblinear,"{'C': 0.1, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l1', 'solver': 'liblinear'}",0.7880597014925373,0.7820895522388059,0.7791044776119403,0.808955223880597,0.8053892215568862,0.7927196353561533,0.012199991150223351,1,0.8035847647498133,0.8043315907393578,0.7983569828230023,0.7938760268857357,0.8029850746268656,0.800626887964955,0.0039689166460853435,0.23655913978494625,0.24742268041237112,0.1956521739130435,0.3191489361702128,0.2857142857142857,0.25689944319897184,0.04233216152107061,15,0.2872628726287263,0.33163265306122447,0.2622950819672131,0.22033898305084748,0.27868852459016397,0.2760436230596351,0.03609719275011836
5,0.693745231628418,0.10423696776079253,0.010572147369384766,0.0010173827756108289,0.1,5000,ovr,l2,liblinear,"{'C': 0.1, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'liblinear'}",0.7791044776119403,0.7492537313432835,0.7761194029850746,0.826865671641791,0.7934131736526946,0.7849512914469569,0.025357137065373625,3,0.7923823749066468,0.8364451082897685,0.8080657206870799,0.7953696788648245,0.8283582089552238,0.8121242183407086,0.017561176029041625,0.22916666666666663,0.27586206896551724,0.2857142857142857,0.42,0.34285714285714286,0.31072003284072247,0.06552285346615534,9,0.30150753768844224,0.5100671140939598,0.40646651270207856,0.2864583333333333,0.491150442477876,0.399129988059138,0.09279405062089201
6,0.6771892547607422,0.07784043341135703,0.010571622848510742,0.0007977008890839143,1,5000,ovr,l1,liblinear,"{'C': 1, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l1', 'solver': 'liblinear'}",0.7880597014925373,0.746268656716418,0.7582089552238805,0.764179104477612,0.7874251497005988,0.7688283135222094,0.016486434603727236,12,0.9029126213592233,0.9178491411501121,0.9133681852128454,0.8999253174010455,0.9104477611940298,0.9089006052634512,0.006615753925939946,0.4409448818897638,0.3971631205673759,0.39097744360902253,0.4397163120567376,0.432,0.42016035162457993,0.021610758047625075,1,0.7470817120622567,0.7916666666666667,0.7751937984496124,0.7372549019607842,0.7683397683397682,0.7639073694958177,0.01955026849553722
7,0.7108994007110596,0.0880651836739457,0.010770797729492188,0.0007471176595610781,1,5000,ovr,l2,liblinear,"{'C': 1, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'liblinear'}",0.7850746268656716,0.7343283582089553,0.7761194029850746,0.7910447761194029,0.7874251497005988,0.7747984627759407,0.020825703901886296,10,0.8020911127707244,0.8506348020911128,0.8080657206870799,0.8394324122479462,0.8037313432835821,0.8207910782160891,0.02020299570401515,0.2941176470588235,0.3308270676691729,0.2990654205607477,0.4067796610169491,0.26804123711340205,0.31976620668381905,0.04786549386506254,8,0.3645083932853717,0.6,0.40646651270207856,0.5356371490280778,0.34739454094292804,0.45080131919169125,0.09956140848210392
8,2.756631374359131,0.7081029254297159,0.009574508666992188,0.0007982136327862485,10,5000,ovr,l1,liblinear,"{'C': 10, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l1', 'solver': 'liblinear'}",0.7253731343283583,0.6925373134328359,0.6865671641791045,0.7283582089552239,0.6796407185628742,0.7024953078916794,0.020334622017872006,20,0.9977595220313666,0.9977595220313666,0.9970126960418223,1.0,0.9992537313432835,0.9983570942895679,0.0010976965915544445,0.3333333333333333,0.3832335329341317,0.3636363636363636,0.4484848484848485,0.3354037267080745,0.37281836101935034,0.042135791150360626,4,0.9949066213921901,0.9948717948717948,0.9931506849315068,1.0,0.9982964224872232,0.9962451047365428,0.0025123731622238117
9,0.6917509078979492,0.10821794595337193,0.01017298698425293,0.0003989220520482712,10,5000,ovr,l2,liblinear,"{'C': 10, 'max_iter': 5000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'liblinear'}",0.7850746268656716,0.7522388059701492,0.7731343283582089,0.7880597014925373,0.7964071856287425,0.7789829296630619,0.015313755561162237,4,0.8020911127707244,0.8327109783420463,0.8080657206870799,0.8461538461538461,0.8432835820895522,0.8264610480086498,0.01812262338421926,0.2941176470588235,0.2782608695652174,0.29629629629629634,0.3931623931623931,0.3818181818181817,0.32873107758018244,0.04851181623170779,6,0.3645083932853717,0.5044247787610618,0.40646651270207856,0.5541125541125542,0.5493562231759657,0.4757736924074064,0.076883942126079
