Result,model_param,Score,type,learning_rate,n_estimators,max_depth,max_features,subsample,min_samples_split,min_samples_leaf
0.8885981308411216,0.13744710860161172 / 100 / 2 / 0.3410848323296318 / 0.2747317970259088 / 0.029373912272724248 / 9,Accuracy,train,0.13744710860161172,100,2,0.3410848323296318,0.2747317970259088,0.029373912272724248,9
0.8691588785046729,0.023261233504846986 / 134 / 4 / 0.503482866212397 / 0.6393613569742423 / 0.12327058835104283 / 7,Accuracy,train,0.023261233504846986,134,4,0.503482866212397,0.6393613569742423,0.12327058835104283,7
,0.09322234128133385 / 128 / 4 / 1.0041586944937484 / 0.39654278232127016 / 0.09211694603486673 / 4,Accuracy,train,0.09322234128133385,128,4,1.0041586944937484,0.39654278232127016,0.09211694603486673,4
0.9897196261682243,0.10331300503418102 / 194 / 4 / 0.7976418714934633 / 0.4921162930795382 / 0.07890202119192585 / 4,Accuracy,train,0.10331300503418102,194,4,0.7976418714934633,0.4921162930795382,0.07890202119192585,4
,0.04873665824484375 / 175 / 6 / 1.0800325752854771 / 0.6334008543167258 / 0.06211201123381213 / 5,Accuracy,train,0.04873665824484375,175,6,1.0800325752854771,0.6334008543167258,0.06211201123381213,5
0.9388785046728971,0.04602184281672896 / 144 / 4 / 0.63726341671407 / 0.40030048891028136 / 0.029206875843665867 / 7,Accuracy,train,0.04602184281672896,144,4,0.63726341671407,0.40030048891028136,0.029206875843665867,7
0.8909345794392524,0.11013366077815406 / 54 / 3 / 0.7019353955409602 / 0.34508262782238674 / 0.01613029243997183 / 3,Accuracy,train,0.11013366077815406,54,3,0.7019353955409602,0.34508262782238674,0.01613029243997183,3
0.8488785046728973,0.062142882172402526 / 61 / 7 / 0.18870253375705562 / 0.2063337184057925 / 0.09016352555987844 / 1,Accuracy,train,0.062142882172402526,61,7,0.18870253375705562,0.2063337184057925,0.09016352555987844,1
0.9199065420560748,0.09959171233831457 / 77 / 5 / 0.3093493233367103 / 0.3689136395697724 / 0.08267844777865319 / 8,Accuracy,train,0.09959171233831457,77,5,0.3093493233367103,0.3689136395697724,0.08267844777865319,8
0.9735514018691589,0.07938020741997218 / 52 / 6 / 0.16234136251124145 / 0.8952068376871993 / 0.029967539288121736 / 8,Accuracy,train,0.07938020741997218,52,6,0.16234136251124145,0.8952068376871993,0.029967539288121736,8
0.8179439252336449,0.08675161631734991 / 64 / 5 / 0.20717201133977606 / 0.1048691665324809 / 0.08989258996825347 / 6,Accuracy,train,0.08675161631734991,64,5,0.20717201133977606,0.1048691665324809,0.08989258996825347,6
0.9433644859813084,0.12061078091407286 / 135 / 5 / 0.12007119777772637 / 0.32749735217791465 / 0.13610649788168966 / 9,Accuracy,train,0.12061078091407286,135,5,0.12007119777772637,0.32749735217791465,0.13610649788168966,9
0.9858878504672898,0.08193731526313752 / 162 / 5 / 0.6371065418185478 / 0.5644585425226413 / 0.0936613398925656 / 2,Accuracy,train,0.08193731526313752,162,5,0.6371065418185478,0.5644585425226413,0.0936613398925656,2
0.8742990654205608,0.10086622290353306 / 161 / 2 / 0.10753436313407475 / 0.16068137325955567 / 0.032928870877649806 / 5,Accuracy,train,0.10086622290353306,161,2,0.10753436313407475,0.16068137325955567,0.032928870877649806,5
0.9442056074766356,0.037985053607695864 / 180 / 7 / 0.9058648867411434 / 0.5245113895702547 / 0.14451481369396377 / 8,Accuracy,train,0.037985053607695864,180,7,0.9058648867411434,0.5245113895702547,0.14451481369396377,8
,0.07155952404844922 / 124 / 5 / 1.0972555347683943 / 0.8655071258939803 / 0.06967833985686124 / 6,Accuracy,train,0.07155952404844922,124,5,1.0972555347683943,0.8655071258939803,0.06967833985686124,6
0.9107476635514018,0.13256081064239197 / 128 / 2 / 0.5907487792587844 / 0.5350367320449105 / 0.11029648298866464 / 6,Accuracy,train,0.13256081064239197,128,2,0.5907487792587844,0.5350367320449105,0.11029648298866464,6
0.9390654205607477,0.0814929226189618 / 117 / 6 / 0.8694929331919369 / 0.4254364386164168 / 0.15519910997563513 / 6,Accuracy,train,0.0814929226189618,117,6,0.8694929331919369,0.4254364386164168,0.15519910997563513,6
0.9585981308411216,0.08591559345390204 / 59 / 5 / 0.42064219215951426 / 0.5486031179381532 / 0.017773530523364035 / 3,Accuracy,train,0.08591559345390204,59,5,0.42064219215951426,0.5486031179381532,0.017773530523364035,3
0.9442990654205607,0.09233829698334658 / 112 / 3 / 0.42235384497472295 / 0.6815027222239293 / 0.02318021668639852 / 2,Accuracy,train,0.09233829698334658,112,3,0.42235384497472295,0.6815027222239293,0.02318021668639852,2
0.8637383177570094,0.12403417898345297 / 143 / 4 / 0.5731662010518922 / 0.10669925011343606 / 0.07177613712209027 / 6,Accuracy,train,0.12403417898345297,143,4,0.5731662010518922,0.10669925011343606,0.07177613712209027,6
,0.13760911900246822 / 186 / 5 / 1.0650269106665127 / 0.20500181005323725 / 0.11963012128054663 / 5,Accuracy,train,0.13760911900246822,186,5,1.0650269106665127,0.20500181005323725,0.11963012128054663,5
0.8642056074766356,0.06688428774457006 / 142 / 2 / 0.841120649290059 / 0.1397723766262895 / 0.01721419659461315 / 6,Accuracy,train,0.06688428774457006,142,2,0.841120649290059,0.1397723766262895,0.01721419659461315,6
0.9295327102803738,0.12929009677898354 / 54 / 7 / 0.8995371309195156 / 0.23569174606499976 / 0.03463986968964894 / 3,Accuracy,train,0.12929009677898354,54,7,0.8995371309195156,0.23569174606499976,0.03463986968964894,3
0.9786915887850466,0.10506378455802658 / 121 / 7 / 0.45883048412350247 / 0.4391349085702184 / 0.11244730951256986 / 9,Accuracy,train,0.10506378455802658,121,7,0.45883048412350247,0.4391349085702184,0.11244730951256986,9
0.9622429906542056,0.06654166441373613 / 192 / 4 / 0.7241015441818376 / 0.5774862709061257 / 0.12214140702643767 / 1,Accuracy,train,0.06654166441373613,192,4,0.7241015441818376,0.5774862709061257,0.12214140702643767,1
0.8448598130841122,0.06330436777275938 / 88 / 3 / 0.6435528611139886 / 0.11689804070836407 / 0.044353808638719454 / 8,Accuracy,train,0.06330436777275938,88,3,0.6435528611139886,0.11689804070836407,0.044353808638719454,8
0.945607476635514,0.15097481854202127 / 82 / 4 / 0.4349056146570861 / 0.5334610919763215 / 0.1291037783905444 / 4,Accuracy,train,0.15097481854202127,82,4,0.4349056146570861,0.5334610919763215,0.1291037783905444,4
,0.14408388745764364 / 82 / 5 / 1.0976926159238434 / 0.03353243473577938 / 0.056758310169332235 / 9,Accuracy,train,0.14408388745764364,82,5,1.0976926159238434,0.03353243473577938,0.056758310169332235,9
0.8785981308411215,0.09548345273069747 / 190 / 3 / 0.5939814871308626 / 0.11063173695520723 / 0.02543740461162175 / 1,Accuracy,train,0.09548345273069747,190,3,0.5939814871308626,0.11063173695520723,0.02543740461162175,1
0.9857009345794392,0.13696784376017773 / 96 / 5 / 0.49728729056036725 / 0.4089551770854932 / 0.03248761410231606 / 8,Accuracy,train,0.13696784376017773,96,5,0.49728729056036725,0.4089551770854932,0.03248761410231606,8
0.893177570093458,0.12578229708973676 / 75 / 4 / 0.7411476328852973 / 0.25179905890695276 / 0.09482625209844607 / 3,Accuracy,train,0.12578229708973676,75,4,0.7411476328852973,0.25179905890695276,0.09482625209844607,3
,0.06185439902558792 / 72 / 4 / 1.0590747945640278 / 0.4620058036441327 / 0.09750876921491806 / 8,Accuracy,train,0.06185439902558792,72,4,1.0590747945640278,0.4620058036441327,0.09750876921491806,8
,0.1520925009417723 / 160 / 5 / 1.0118524088429648 / 0.7260955860624008 / 0.08588330183266989 / 8,Accuracy,train,0.1520925009417723,160,5,1.0118524088429648,0.7260955860624008,0.08588330183266989,8
0.9590654205607476,0.09894443578882323 / 86 / 5 / 0.6651331835892089 / 0.7072386343133986 / 0.128512695568613 / 4,Accuracy,train,0.09894443578882323,86,5,0.6651331835892089,0.7072386343133986,0.128512695568613,4
0.8914018691588785,0.13606594479706344 / 159 / 4 / 0.5508393714041321 / 0.18632087949412068 / 0.1577261798443502 / 5,Accuracy,train,0.13606594479706344,159,4,0.5508393714041321,0.18632087949412068,0.1577261798443502,5
0.9473831775700935,0.13562361835037381 / 192 / 2 / 0.9698963620621283 / 0.39900270387013026 / 0.04410934313156689 / 7,Accuracy,train,0.13562361835037381,192,2,0.9698963620621283,0.39900270387013026,0.04410934313156689,7
,0.09060934044068843 / 140 / 4 / 1.022960231798485 / 0.45221794088980716 / 0.062042980284434154 / 7,Accuracy,train,0.09060934044068843,140,4,1.022960231798485,0.45221794088980716,0.062042980284434154,7
,0.043690723440997295 / 137 / 5 / 1.012749462879129 / 0.3114731711327574 / 0.036458047975933494 / 6,Accuracy,train,0.043690723440997295,137,5,1.012749462879129,0.3114731711327574,0.036458047975933494,6
0.9891588785046729,0.12707435613191315 / 130 / 4 / 0.7322642879195304 / 0.9610703174694551 / 0.10953060580250658 / 2,Accuracy,train,0.12707435613191315,130,4,0.7322642879195304,0.9610703174694551,0.10953060580250658,2
0.9205607476635513,0.06959771731863967 / 78 / 4 / 0.30990559309558574 / 0.6249759870510523 / 0.06240804985739995 / 3,Accuracy,train,0.06959771731863967,78,4,0.30990559309558574,0.6249759870510523,0.06240804985739995,3
0.9382242990654206,0.0666588921160254 / 162 / 4 / 0.16570863942835237 / 0.400763060875326 / 0.07799332521220413 / 3,Accuracy,train,0.0666588921160254,162,4,0.16570863942835237,0.400763060875326,0.07799332521220413,3
0.8798130841121496,0.09394604969623267 / 81 / 5 / 0.2819281304952711 / 0.27230185472029944 / 0.1519173193200449 / 7,Accuracy,train,0.09394604969623267,81,5,0.2819281304952711,0.27230185472029944,0.1519173193200449,7
0.924018691588785,0.14461456147283264 / 81 / 3 / 0.5087341710980964 / 0.7159722288473975 / 0.1568397153423942 / 7,Accuracy,train,0.14461456147283264,81,3,0.5087341710980964,0.7159722288473975,0.1568397153423942,7
0.8430841121495328,0.10883859128652269 / 121 / 2 / 0.6517225952593397 / 0.10410858198457384 / 0.04466121948821071 / 3,Accuracy,train,0.10883859128652269,121,2,0.6517225952593397,0.10410858198457384,0.04466121948821071,3
0.9656074766355139,0.10047961032654693 / 191 / 7 / 0.9302198645669916 / 0.29314773026101326 / 0.15166145883659102 / 4,Accuracy,train,0.10047961032654693,191,7,0.9302198645669916,0.29314773026101326,0.15166145883659102,4
0.8904672897196262,0.14445037277816797 / 161 / 3 / 0.18550853085446808 / 0.18143543508979731 / 0.13721921432003253 / 7,Accuracy,train,0.14445037277816797,161,3,0.18550853085446808,0.18143543508979731,0.13721921432003253,7
0.9732710280373832,0.09745623414545382 / 197 / 5 / 0.8039461351385094 / 0.3358658571498351 / 0.13261653426076614 / 1,Accuracy,train,0.09745623414545382,197,5,0.8039461351385094,0.3358658571498351,0.13261653426076614,1
0.9896261682242992,0.13376609971339898 / 186 / 4 / 0.6902949425148077 / 0.4361265291353167 / 0.1036223361773701 / 4,Accuracy,train,0.13376609971339898,186,4,0.6902949425148077,0.4361265291353167,0.1036223361773701,4
,0.05416986393128765 / 169 / 5 / 1.07454726519887 / 0.9853673122417347 / 0.027135688888059527 / 8,Accuracy,train,0.05416986393128765,169,5,1.07454726519887,0.9853673122417347,0.027135688888059527,8
0.8762616822429905,0.08065981790407215 / 89 / 2 / 0.5847783671503461 / 0.6988458531609044 / 0.05030160390774191 / 1,Accuracy,train,0.08065981790407215,89,2,0.5847783671503461,0.6988458531609044,0.05030160390774191,1
0.8429906542056074,0.07038250653954707 / 78 / 2 / 0.23935607407282414 / 0.1716792858483035 / 0.02984143166879956 / 4,Accuracy,train,0.07038250653954707,78,2,0.23935607407282414,0.1716792858483035,0.02984143166879956,4
0.8614953271028037,0.050846098977905346 / 90 / 4 / 0.9225838759116739 / 0.274055220687206 / 0.13225816426036857 / 5,Accuracy,train,0.050846098977905346,90,4,0.9225838759116739,0.274055220687206,0.13225816426036857,5
0.8681308411214953,0.093126700377369 / 135 / 2 / 0.5974648939798906 / 0.13688563006880727 / 0.02598680951930115 / 7,Accuracy,train,0.093126700377369,135,2,0.5974648939798906,0.13688563006880727,0.02598680951930115,7
0.9121495327102803,0.14500279627721577 / 102 / 7 / 0.8321845784590624 / 0.1753712786234496 / 0.100077529065048 / 2,Accuracy,train,0.14500279627721577,102,7,0.8321845784590624,0.1753712786234496,0.100077529065048,2
0.9279439252336449,0.14716179188874398 / 156 / 3 / 0.5043815015490243 / 0.1843709206789632 / 0.03494250531341191 / 2,Accuracy,train,0.14716179188874398,156,3,0.5043815015490243,0.1843709206789632,0.03494250531341191,2
,0.11785688577763681 / 199 / 4 / 1.0493067970577656 / 0.7325720972102503 / 0.10955067480439722 / 7,Accuracy,train,0.11785688577763681,199,4,1.0493067970577656,0.7325720972102503,0.10955067480439722,7
0.9179439252336449,0.042241056788613514 / 130 / 5 / 0.6398427789081934 / 0.49636624720123634 / 0.09926168960503821 / 3,Accuracy,train,0.042241056788613514,130,5,0.6398427789081934,0.49636624720123634,0.09926168960503821,3
0.9394392523364488,0.09952642733753338 / 89 / 3 / 0.7233325509049907 / 0.7281887562036033 / 0.02598973797006577 / 2,Accuracy,train,0.09952642733753338,89,3,0.7233325509049907,0.7281887562036033,0.02598973797006577,2
0.8567289719626168,0.08432369743092977 / 180 / 4 / 0.6982860582681546 / 0.07776534407895708 / 0.04696030498586602 / 9,Accuracy,train,0.08432369743092977,180,4,0.6982860582681546,0.07776534407895708,0.04696030498586602,9
0.8277570093457942,0.14759703631933643 / 96 / 6 / 0.8900135587918561 / 0.0867052118621836 / 0.07690086594369336 / 9,Accuracy,train,0.14759703631933643,96,6,0.8900135587918561,0.0867052118621836,0.07690086594369336,9
0.9028971962616824,0.11461304008702598 / 131 / 2 / 0.2925990277856304 / 0.7450645481202204 / 0.15565873677480516 / 8,Accuracy,train,0.11461304008702598,131,2,0.2925990277856304,0.7450645481202204,0.15565873677480516,8
0.8483177570093459,0.018232392196971238 / 157 / 4 / 0.4191004732432556 / 0.12056688577727881 / 0.015551145207323893 / 7,Accuracy,train,0.018232392196971238,157,4,0.4191004732432556,0.12056688577727881,0.015551145207323893,7
