Result,model_param,Score,type,C,gamma,kernel
0.7158878504672896,0.125 / 0.015625,Accuracy,test,0.125,0.015625,linear
0.7158878504672896,0.125 / 0.03125,Accuracy,test,0.125,0.03125,linear
0.7158878504672896,0.125 / 0.0625,Accuracy,test,0.125,0.0625,linear
0.7158878504672896,0.125 / 0.125,Accuracy,test,0.125,0.125,linear
0.7158878504672896,0.125 / 0.25,Accuracy,test,0.125,0.25,linear
0.7158878504672896,0.125 / 0.5,Accuracy,test,0.125,0.5,linear
0.7158878504672896,0.125 / 1.0,Accuracy,test,0.125,1.0,linear
0.7158878504672896,0.125 / 2.0,Accuracy,test,0.125,2.0,linear
0.7158878504672896,0.125 / 4.0,Accuracy,test,0.125,4.0,linear
0.7158878504672896,0.125 / 8.0,Accuracy,test,0.125,8.0,linear
0.7057943925233645,0.25 / 3.0517578125e-05,Accuracy,test,0.25,3.0517578125e-05,linear
0.7057943925233645,0.25 / 6.103515625e-05,Accuracy,test,0.25,6.103515625e-05,linear
0.7057943925233645,0.25 / 0.0001220703125,Accuracy,test,0.25,0.0001220703125,linear
0.7057943925233645,0.25 / 0.000244140625,Accuracy,test,0.25,0.000244140625,linear
0.7057943925233645,0.25 / 0.00048828125,Accuracy,test,0.25,0.00048828125,linear
0.7057943925233645,0.25 / 0.0009765625,Accuracy,test,0.25,0.0009765625,linear
0.7057943925233645,0.25 / 0.001953125,Accuracy,test,0.25,0.001953125,linear
0.7057943925233645,0.25 / 0.00390625,Accuracy,test,0.25,0.00390625,linear
0.7057943925233645,0.25 / 0.0078125,Accuracy,test,0.25,0.0078125,linear
0.7057943925233645,0.25 / 0.015625,Accuracy,test,0.25,0.015625,linear
0.7057943925233645,0.25 / 0.03125,Accuracy,test,0.25,0.03125,linear
0.7057943925233645,0.25 / 0.0625,Accuracy,test,0.25,0.0625,linear
0.7057943925233645,0.25 / 0.125,Accuracy,test,0.25,0.125,linear
0.7057943925233645,0.25 / 0.25,Accuracy,test,0.25,0.25,linear
0.7057943925233645,0.25 / 0.5,Accuracy,test,0.25,0.5,linear
0.7057943925233645,0.25 / 1.0,Accuracy,test,0.25,1.0,linear
0.7057943925233645,0.25 / 2.0,Accuracy,test,0.25,2.0,linear
0.7057943925233645,0.25 / 4.0,Accuracy,test,0.25,4.0,linear
0.7057943925233645,0.25 / 8.0,Accuracy,test,0.25,8.0,linear
0.7020560747663551,0.5 / 3.0517578125e-05,Accuracy,test,0.5,3.0517578125e-05,linear
0.7020560747663551,0.5 / 6.103515625e-05,Accuracy,test,0.5,6.103515625e-05,linear
0.7020560747663551,0.5 / 0.0001220703125,Accuracy,test,0.5,0.0001220703125,linear
0.7020560747663551,0.5 / 0.000244140625,Accuracy,test,0.5,0.000244140625,linear
